avibase_id,AM,AMR,E,IO,MM,N,NR,OM,PM,PMR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,ES
avibase-BC06BC0D,,,,,,,,,TRUE,,,,,,,,,,
avibase-87168739,,,,,,,,,TRUE,,,,,,,,,,
avibase-7AB4E42B,,,,,,,,,,TRUE,,,,,,,,,
avibase-43CAAEE3,,,,,,,,,TRUE,,,,,,,,,,
avibase-115AF02D,,,,,,,,,,,,,,,,,TRUE,,
avibase-F7504353,,,,,,,,,TRUE,,,,,,,,,,
avibase-526978C4,,TRUE,,,,,,,,,,,,,,,,,
avibase-D01CDECD,TRUE,,,,,,,,,,,,,,,,,,
avibase-BDC5CF80,,,,,,,,,,,,,,,,,TRUE,,
avibase-4D2FF6F1,,,,,,,,,TRUE,,,,,,,,,,
avibase-CF5C013D,,,,,,,,,,,,,,,,,,,
avibase-74236837,,,,,,,,,,,,,,,,,,,
avibase-F89FD6E3,,,,,,,,,,,,,,,,,,,
avibase-86182656,,,,,,,,,,,,,,,,,,,
avibase-27CE7132,,,,,,,,,TRUE,,,,,,,,,,
avibase-FB02DD96,,,,,,,,,TRUE,,,,,,,,,,
avibase-6EB497FA,,,,,,,,,,,,,,,,,,,
avibase-EF930CDC,,,,,,,,,TRUE,,,,,,,,,,
avibase-A7F240E3,,,,,,,,,,,,,,,,,,,
avibase-67D43542,,TRUE,,,,,,,,,,,,,,,,,
avibase-93CA037F,,,,,,,,,,,,,,,,,,,
avibase-E6536E4E,,,,,,,,,,,,,,,,,,TRUE,
avibase-2D52E3A5,,,,,,,,,TRUE,,,,,,,,,,
avibase-7EE005BD,,,,,,,,,,,,,,,,,,,
avibase-C412CD62,,,,,,,,,,,,,,,,,,,
avibase-1D07B501,,,,TRUE,,,,,,,,,,,,,,,
avibase-F9FCB9FF,,,,,,,,,,,,TRUE,,,,,,,
avibase-87797B47,,,,,,,,,,,,TRUE,,,,,,,
avibase-D295D249,,,,,,,,,,,,TRUE,,,,,,,
avibase-ACE8EADE,,,,,,,,,,,,,,,,,,TRUE,
avibase-C5FB15C6,,,,,,,,,,,,,,,,,TRUE,,
avibase-AAC2D613,,,,,,,,,,,,,,,,,,TRUE,
avibase-F501ED18,,,,,,,,,,,,,TRUE,,,,,,
avibase-35EB45A0,,,,,,,,,,,,,,,,,,TRUE,
avibase-E94A7272,,,,TRUE,,,,,,,,,,,,,,,
avibase-1725B07D,,,,,,,,,,,,,,,,,,TRUE,
avibase-198120BB,,,,,,,,,,,,,,,,,,,
avibase-6DA05B66,,,,TRUE,,,,,,,,,,,,,,,
avibase-105C306C,,,,,,,,,,,,TRUE,,,,,,,
avibase-0D885A80,,,,,,,,,,,,,,,,,,TRUE,
avibase-0F14ECE4,,TRUE,,,,,,,,,,,,,,,,,
avibase-03C0F97C,,,,,,,TRUE,,,,,,,,,,,,
avibase-4F92C892,,TRUE,,,,,,,,,,,,,,,,,
avibase-3D155653,,,,,,,,,,,,,,,,,,,
avibase-E2817DAE,,,,,,,,,TRUE,,,,,,,,,,
avibase-28825494,,,,,,,,,TRUE,,,,,,,,,,
avibase-26CD0319,TRUE,,,,,,,,,,,,,,,,,,
avibase-5157C558,,,,,,,,,,,,,,,,,,,
avibase-09ED7E92,,,,TRUE,,,,,,,,,,,,,,,
avibase-788EBCAB,,,,TRUE,,,,,,,,,,,,,,,
avibase-0A4609D1,,,,TRUE,,,,,,,,,,,,,,,
avibase-05520B42,,,,TRUE,,,,,,,,,,,,,,,
avibase-22D1B4A2,,,,TRUE,,,,,,,,,,,,,,,
avibase-5C7936A7,,,,,,,,,,,,,,,,,,,
avibase-E255DCE1,,,,,,,,,,,,,,,,,,,
avibase-3DF5C587,,,,,,,,,,,,,,,,,,,
avibase-D4540F88,,TRUE,,,,,,,,TRUE,,,,,,,,,
avibase-23ACB56E,,,,,,,,,,,,,,,,,,,
avibase-CAFBA217,,,,,,,,,,,,,,,,,,,
avibase-F86BB1D3,,,,,,,,,,,,,,,,,,,
avibase-A0A584C1,,,,,,,,,,,,,,,,,TRUE,,
avibase-550DE745,,,,,,,,,,,,,,,,,,,
avibase-47C7FDFD,,,,,,,,,,,,,,,,,,,
avibase-FC10F6ED,,,,,,,,,,,,,,,,,,,
avibase-8BAFB01E,,TRUE,,,,,,,,,,,,,,,,,
avibase-8D24E93C,,,,,,,,,,,,,,,,,,,
avibase-0F42F11A,,,,,,,,,,,,,,,,,TRUE,,
avibase-87EEBD3E,,TRUE,,,,,,,,,,,,,,,,,
avibase-7AAD57AC,,TRUE,,,,,,,,TRUE,,,,,,,,,
avibase-3C12AA44,,,,,,,,,,,,,,,,,,,
avibase-74853F89,,,,,,,,,,,,,,,,,,,
avibase-DF32B1F9,TRUE,,,,,,,,,,,,,,,,,,
avibase-F2858F9F,,,,,,,,,,,,,,,,,,,
avibase-6BB94D7E,,TRUE,,,,,,,,TRUE,,,,,,,,,
avibase-7085B8A0,,,,,,,,,,,,,,,,,,,
avibase-AEB2DA9B,,,,,,,,,,,,,,,,,,,
avibase-CE73EBD7,,TRUE,,,,,,,,TRUE,,,,,,,,,
avibase-EA2C460A,,,,,TRUE,,,,,,,,,,,,,,
avibase-49D9148A,,,,,,,,,,,,,,,,,,,
avibase-C3ABF863,,,,,,,,,,,,,,,,,,,
avibase-AB1CB216,,TRUE,,,,,,,,,,,,,,,,,
avibase-3395DCF1,,,,,,,,,,TRUE,,,,,,,,,
avibase-25A648FE,,,,,,,,,,,,,,,,,,,
avibase-C7888A15,,,,,,,,,,,,,,,,,,,
avibase-6429024D,,,,,,,,,,TRUE,,,,,,,,,
avibase-A526534E,TRUE,,,,,,,,,,,,,,,,,,
avibase-D36F4D98,TRUE,,,,,,,,,,,,,,,,,,
avibase-80D4B0FE,,,,,,,,,TRUE,,,,,,,,,,
avibase-E93A0F33,,,,,,,,,,,,,,,,,,,
avibase-626D56E4,TRUE,,,,,,,,,,,,,,,,,,
avibase-D1D9B619,,,,,,,,,,,,,,,,,,,
avibase-7E3578A2,,,,,,,,,,,,,,,,,,,
avibase-FB96690D,,,,,,,,,,,,,,,,,,,
avibase-52E6406E,,,,,,,,,,,,,,,,,,,
avibase-7C3959D6,TRUE,,,,,,,,,,,,,,,,,,
avibase-CE884D49,,,,,,,,,,,,,,,,,,,
avibase-E3C780D6,,,,,,,,,,,,,,,,,,,
avibase-A20EA34D,,TRUE,,,,,,,,,,,,,,,,,
avibase-54494BCE,,,,,,,,,,,,,,,,,,,
avibase-4FD242D0,,TRUE,,,,,,,,,,,,,,,,,
avibase-1E12D857,,,,,,,,,,,,,,,,,,,
avibase-0D52DFC7,,,,,,,,,,,,,,,,,,,
avibase-8ACC245F,,,,,,,,,,,,,,,,,,,
avibase-DA106373,,,,,,,,,,,,,,,,,,,
avibase-91429F78,,,,,,,,,,,,,,,,,,,
avibase-FA1CAD29,,,,,,,,,,,,,,,,,,,
avibase-8439A6E7,,,,,,,,,,,,,,,,,,,
avibase-FA9F6019,,,,,,,,,,,,,,,,,,,
avibase-FF79A533,,TRUE,,,,,,,,,,,,,,,,,
avibase-D209A90C,,,,,,,,,,,,,,,,,,,
avibase-2103011F,,,,,,,,,,,,,,,,,,,
avibase-DEE4829A,,,,,,,,,,,,,,,,,,,
avibase-45D3FD5A,TRUE,,,,,,,,,,,,,,,,,,
avibase-4E6EF3F9,,,,,,,,,TRUE,,,,,,,,,,
avibase-B21A37E7,,,,,,,,,,,,,,,,,,,
avibase-CFD6F275,,,,,,,,,,,,,,,,,,,
avibase-70CB00EC,,,,,,,,,,,,,,,,,,,
avibase-E05A96F3,,,,,,,,,,,,,,,,,,,
avibase-77FEB897,,,,,,,,,,,,,,,,,,,
avibase-75194A63,,,,,,,,,,,,,,,,,,,
avibase-2C7AA154,,,,,,,,,TRUE,,,,,,,,,,
avibase-F0AA4FE4,,,,,,,,,,,,,,,,,,,
avibase-E561A180,,,,,,,,,,,,,,,,,,,
avibase-023D6E38,,,,,,,,,,,,,,,,,,,
avibase-83E21A84,,,,,,,,,,,,,,,,,,,
avibase-8F123A11,,TRUE,,,,,,,,,,,,,,,TRUE,,
avibase-250123FB,,,,,,,,,,,,,,,,,,,
avibase-3CD0F535,,,,,,,,,,,,,,,,,,,
avibase-0018A99B,,,,,,,,,,,,,,,,,,,
avibase-DC8CC91D,,,,,,,,,,,,,,,,,,,
avibase-034B2A6A,,,,,,,,,,,,,,,,,,,
avibase-EBD3129B,,,,,,,,,,,,,,,,,,,
avibase-2E6575A8,,,,,,,,,,,,,,,,,,,
avibase-DCBCCEB8,,,,,,,,,,,,,,,,,,,
avibase-1327AC55,,,,,,,,,TRUE,,,,,,,,,,
avibase-22832FF4,,,,,,,,,,,,,,,,,,,
avibase-97C47F3E,,TRUE,,,,,,,,,,,,,,,,,
avibase-C505EA72,,,,,,,,,,,,,,,,,,,
avibase-14885C18,,,,,,,,,,,,,,,,,,,
avibase-81DB7410,,,,,,,,,,,,,,,,,,,
avibase-6D3480A6,,,,,,,,,,,,,,,,,,,
avibase-648936C0,,TRUE,,,,,,,,,,,,,,,,,
avibase-ED5A7E8F,,,,,,,,,TRUE,,,,,,,,,,
avibase-1192205B,,,,,,,,,,,,,,,,TRUE,,,
avibase-93D7EC56,,,,,,,,,,,,,,,,,,,
avibase-672EA454,,,,,,,,,,,,,,,,,,,
avibase-131038AD,,,,,,,,,,,,,,,,,,,
avibase-0419DDC2,,,,,,,,,,,,,,,,,,,
avibase-76B512B1,,,,,,,,,,,,,,,,,,,
avibase-6CBD8724,,,,,,,,,,,,,,,,,,,
avibase-9F2839A9,,,,,,,,,,,,,,,,,,,
avibase-4327F813,,,,,,,,,,,,,,,,,,,
avibase-F4E78AFA,,,,,,,,,,,,,,,,,,,
avibase-BF553D32,,,,,,,,,,,,,,,,,,,
avibase-6904D83F,,,,,,,,,,,,,,,,,,,
avibase-8372FFBA,,,,,,,,,,,,,,,,,TRUE,,
avibase-1E3B3515,,,,,,,,,,,,,,,,,,,
avibase-FDA2E4A3,,,,,,,,,,,,,,,,,,,
avibase-14B9664A,,,,,,,,,,,,,,,,,,,
avibase-BAC4CA22,,,,,,,,,TRUE,,,,,,,,,,
avibase-C2565B65,,,,,,,,,TRUE,,,,,,,,,,
avibase-535F3C99,TRUE,,,,,,,,,,,,,,,,,,
avibase-7DF00403,,,,,,,,,,,,,,,,,,,
avibase-4B8CC285,,,,,,,,,TRUE,,,,,,,,,,
avibase-A635F565,,,,,,,,,TRUE,,,,,,,,,,
avibase-F6D547B2,,,,,,,,,,,,,,,,,,,
avibase-469DCF57,,,,,,,,,TRUE,,,,,,,,,,
avibase-51FD3E3C,,,,,,,,,,,,,,,,,,,
avibase-14F13C32,,,,,,,,,,,,,,,,,,,
avibase-9A418C45,,,,,,,,,,,,,,,,,,,
avibase-DAE4C523,,,,,,,,,,,,,,,,,,,
avibase-922DE9C1,,,,,,,,,,,,,,,,,,,
avibase-D2AFD39B,,,,,,,,,,,,,,,,,,,
avibase-FA3A1F20,,,,,,,,,,,,,,,,,,,
avibase-3EEB66ED,,,,,,,,,,,,,,,,,,,
avibase-35A1472C,,,,,,,,,,,,,,,,,,,
avibase-CE1CF6FD,,,,,,,,,,,,,,,,,,,
avibase-1A0ECB6E,,,,,,,,,,,,,,,,,,,
avibase-8492E4B7,,,,,,,,,TRUE,,,,,,,,,,
avibase-BAE91683,,,,,,,,,,,,,,,,,,,
avibase-EC0E680F,,,,,,,,,,,,,,,,,,,
avibase-DB376A66,,,,,,,,,TRUE,,,,,,,,,,
avibase-819AB823,,,,,,,,,,,,,,,,,,,
avibase-22647E26,,,,,,,,,TRUE,,,,,,,,,,
avibase-63B6412E,,,,,,,,,TRUE,,,,,,,,,,
avibase-2A2C169B,,,,,,,,,,,,,,,,,,,
avibase-E2A19474,,,,,,,,,TRUE,,,,,,,,,,
avibase-06D9A2C8,,TRUE,,,,,,,,TRUE,,,,,,,,
avibase-A19B0CF4,,,,,,,,,,,,,,,,,,,
avibase-45A1D850,TRUE,,,,,,,,,,,,,,,,,,
avibase-EBDC03AA,,,,,,,,,,,,,,,,,,,
avibase-5BFEFD9A,,,,,,,,,,,,,,,,,,,
avibase-3C0C325D,,,,,,,,,TRUE,,,,,,,,,,
avibase-CC65921F,,,,,,,,,TRUE,,,,,,,,,,
avibase-E45D9EB2,,,,,,,,,,,,,,,,,,,
