sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
664,Nectariniidae,Sunbirds,Variable Sunbird,Cinnyris venustus,,,,,,,,,,,,,,,,,,,,,,,,,,1152,944,avibase-8E9E45B5,Variable Sunbird Cinnyris venustus,,
665,Nectariniidae,Sunbirds,Superb Sunbird,Cinnyris superbus,,,,,,,,,,,,,,,,,,,,,,,,,,1183,945,avibase-7C8BC7CF,Superb Sunbird Cinnyris superbus,,
666,Nectariniidae,Sunbirds,Copper Sunbird,Cinnyris cupreus,,,,,,,,,,,,,,,,,,,,,,,,,,1176,946,avibase-1F21FFE9,Copper Sunbird Cinnyris cupreus,,
667,Ploceidae,"Weavers, Bishops and Widowbirds",Grosbeak Weaver,Amblyospiza albifrons,,,,,,,,,,,,,,,,,,,,,,,,,,1203,963,avibase-C7708C70,Grosbeak Weaver Amblyospiza albifrons,,
668,Ploceidae,"Weavers, Bishops and Widowbirds",Compact Weaver,Pachyphantes superciliosus,,,,,,,,,,,,,,,,,,,,,,,,,,1204,990,avibase-0405CA69,Compact Weaver Pachyphantes superciliosus,,
669,Ploceidae,"Weavers, Bishops and Widowbirds",White-browed Sparrow Weaver,Plocepasser mahali,,,,,,,,,,,,,,,,,,,,,,,,,,1197,947,avibase-94C71DF6,White-browed Sparrow Weaver Plocepasser mahali,AM,Previously listed under Passeridae
670,Ploceidae,"Weavers, Bishops and Widowbirds",Chestnut-crowned Sparrow Weaver,Plocepasser superciliosus,,,,,,,,,,,,,,,,,,,,,,,,,,1198,948,avibase-2C504059,Chestnut-crowned Sparrow Weaver Plocepasser superciliosus,,Previously listed under Passeridae
671,Ploceidae,"Weavers, Bishops and Widowbirds",Donaldson Smith's Sparrow Weaver,Plocepasser donaldsoni,,,,,,,,,,,,,,,,,,,,,,,,,,1196,949,avibase-5011E123,Donaldson Smith’s Sparrow Weaver Plocepasser donaldsoni,The American zoologist and collector Dr Arthur Donaldson Smith (1864–1939) had no hyphen in his name,Previously listed under Passeridae
672,Ploceidae,"Weavers, Bishops and Widowbirds",Rufous-tailed Weaver,Histurgops ruficauda,,,,,,,,,,,,,,,,,,,,,,,,,,1199,950,avibase-FD2FEFFD,Rufous-tailed Weaver Histurgops ruficauda,"While not included in the 1996 list, this hitherto Tanzanian endemihas bred in small numbers since July 2000 in the Masai Mara",Previously listed under Passeridae
673,Ploceidae,"Weavers, Bishops and Widowbirds",Grey-capped Social Weaver,Pseudonigrita arnaudi,,,,,,,,,,,,,,,,,,,,,,,,,,1200,951,avibase-573C3683,Grey-capped Social Weaver Pseudonigrita arnaudi,,Previously listed under Passeridae
674,Ploceidae,"Weavers, Bishops and Widowbirds",Black-capped Social Weaver,Pseudonigrita cabanisi,,,,,,,,,,,,,,,,,,,,,,,,,,1201,952,avibase-65856D49,Black-capped Social Weaver Pseudonigrita cabanisi,,Previously listed under Passeridae
675,Ploceidae,"Weavers, Bishops and Widowbirds",Speckle-fronted Weaver,Sporopipes frontalis,,,,,,,,,,,,,,,,,,,,,,,,,,1202,962,avibase-C90890A3,Speckle-fronted Weaver Sporopipes frontalis,,
676,Ploceidae,"Weavers, Bishops and Widowbirds",White-billed Buffalo Weaver,Bubalornis albirostris,,,,,,,,,,,,,,,,,,,,,,,,,,1192.5,959,avibase-864D4A4F,White-billed Buffalo Weaver Bubalornis albirostris,The first three species were called Buffalo-Weavers in the 1996 list,
677,Ploceidae,"Weavers, Bishops and Widowbirds",Red-billed Buffalo Weaver,Bubalornis niger,,,,,,,,,,,,,,,,,,,,,,,,,,1194,960,avibase-9EB53638,Red-billed Buffalo Weaver Bubalornis niger,,
678,Ploceidae,"Weavers, Bishops and Widowbirds",White-headed Buffalo Weaver,Dinemellia dinemelli,,,,,,,,,,,,,,,,,,,,,,,,,,1193,961,avibase-00B07B12,White-headed Buffalo Weaver Dinemellia dinemelli,The taxonomy of this and the next species is complex and controversial. The race C. p. nigriscapularis is called the Black-shouldered Nightjar and is considered a separate species by some,
679,Ploceidae,"Weavers, Bishops and Widowbirds",Cardinal Quelea,Quelea cardinalis,,,,,,,,,,,,,,,,,,,,,,,,,,1249,995,avibase-9387DC41,Cardinal Quelea Quelea cardinalis,,
680,Ploceidae,"Weavers, Bishops and Widowbirds",Red-headed Quelea,Quelea erythrops,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1250,996,avibase-F8041931,Red-headed Quelea Quelea erythrops am,,
681,Ploceidae,"Weavers, Bishops and Widowbirds",Red-billed Quelea,Quelea quelea,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1248,997,avibase-2B6DE136,Red-billed Quelea Quelea quelea am,,
682,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-crowned Bishop,Euplectes afer,,,,,,,,,,,,,,,,,,,,,,,,,,1251,998,avibase-4A58452B,Yellow-crowned Bishop Euplectes afer,,
683,Ploceidae,"Weavers, Bishops and Widowbirds",Fire-fronted Bishop,Euplectes diadematus,,,,,,,,,,,,,,,,,,,,,,,,,,1252,999,avibase-95A724BE,Fire-fronted Bishop Euplectes diadematus,,
684,Ploceidae,"Weavers, Bishops and Widowbirds",Black Bishop,Euplectes gierowii,,,,,,,,,,,,,,,,,,,,,,,,,,1253,1000,avibase-CC7862AF,Black Bishop Euplectes gierowii,Called the African White-tailed Nightjar in the 1996 list,
684.1,Ploceidae,"Weavers, Bishops and Widowbirds",Northern Black Bishop ,Euplectes gierowii gierowii,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-8C0F6D53,Northern Black Bishop E. g. gierowii,,
684.2,Ploceidae,"Weavers, Bishops and Widowbirds",Southern Black Bishop,Euplectes (gierowii) friederichseni,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-83340007,Southern Black Bishop E. (g.) friederichseni,,
685,Ploceidae,"Weavers, Bishops and Widowbirds",Zanzibar Red Bishop,Euplectes nigroventris,,,,,,,,,,,,,,,,,,,,,,,,,,1255,1001,avibase-A31AC101,Zanzibar Red Bishop Euplectes nigroventris,,
686,Ploceidae,"Weavers, Bishops and Widowbirds",Black-winged Red Bishop,Euplectes hordeaceus,,,,,,,,,,,,,,,,,,,,,,,,,,1254,1002,avibase-7B414273,Black-winged Red Bishop Euplectes hordeaceus,Was Alopochen aegyptiacus in the 1996 list; gender change follows David & Gosselin (2002b),
687,Ploceidae,"Weavers, Bishops and Widowbirds",Southern Red Bishop,Euplectes orix,,,,,,,,,,,,,,,,,,,,,,,,,,1256,1003,avibase-95F08BC3,Southern Red Bishop Euplectes orix,,
688,Ploceidae,"Weavers, Bishops and Widowbirds",Northern Red Bishop,Euplectes franciscanus,,,,,,,,,,,,,,,,,,,,,,,,,,1257,1004,avibase-3D122849,Northern Red Bishop Euplectes franciscanus,,
689,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow Bishop,Euplectes capensis,,,,,,,,,,,,,,,,,,,,,,,,,,1258,1005,avibase-97A73D9F,Yellow Bishop Euplectes capensis,,
690,Ploceidae,"Weavers, Bishops and Widowbirds",Fan-tailed Widowbird,Euplectes axillaris,,,,,,,,,,,,,,,,,,,,,,,,,,1259,1006,avibase-B08FF959,Fan-tailed Widowbird Euplectes axillaris,,
691,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-mantled Widowbird,Euplectes macroura,,,,,,,,,,,,,,,,,,,,,,,,,,1260,1007,avibase-F5E0EA0D,Yellow-mantled Widowbird Euplectes macroura,The race macrocercus is sometimes given the English name Yellow-shouldered Widowbird,
691.1,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-mantled Widowbird,Euplectes macroura macroura ,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-4167B45D,Yellow-mantled Widowbird E. m. macroura ,The race macrocercus is sometimes given the English name Yellow-shouldered Widowbird,
691.2,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-shouldered Widowbird,Euplectes (macroura) macrocercus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-4ED105CA,Yellow-shouldered Widowbird E. (m.) macrocercus,,
692,Ploceidae,"Weavers, Bishops and Widowbirds",Marsh Widowbird,Euplectes hartlaubi,,,,,,,,,,,,,,,,,,,,,,,,,,1263,1008,avibase-59E7ABE5,Hartlaub’s Marsh Widowbird Euplectes hartlaubi,Called Hartlaub’s Marsh Widowbird in the 1996 list,
693,Ploceidae,"Weavers, Bishops and Widowbirds",White-winged Widowbird,Euplectes albonotatus,,,,,,,,,,,,,,,,,,,,,,,,,,1261,1009,avibase-749E7B3C,White-winged Widowbird Euplectes albonotatus,,
694,Ploceidae,"Weavers, Bishops and Widowbirds",Red-collared Widowbird,Euplectes ardens,,,,,,,,,,,,,,,,,,,,,,,,,,1262,1010,avibase-26618AA1,Red-collared Widowbird Euplectes ardens,,
695,Ploceidae,"Weavers, Bishops and Widowbirds",Long-tailed Widowbird,Euplectes progne (race delamerei),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1265,1011,avibase-3153FE22,Long-tailed Widowbird Euplectes progne (race delamerei E),Euplectes progne delamerei E,
696,Ploceidae,"Weavers, Bishops and Widowbirds",Jackson’s Widowbird,Euplectes jacksoni ,,,,,,,,,,,,,,,,,,,,,,,,,,1267.5,1012,avibase-87071086,Jackson’s Widowbird Euplectes jacksoni ,,
697,Ploceidae,"Weavers, Bishops and Widowbirds",Baglafecht Weaver,Ploceus baglafecht,,,,,,,,,,,,,,,,,,,,,,,,,,1205,964,avibase-BE1FE156,Baglafecht Weaver Ploceus baglafecht,"The races emini, reichenowi and stuhlmanni have often borne the English names Emin’s Weaver, Reichenow’s Weaver and Stuhlmann’s Weaver, respectively",
698,Ploceidae,"Weavers, Bishops and Widowbirds",Slender-billed Weaver,Ploceus pelzelni,,,,,,,,,,,,,,,,,,,,,,,,,,1207,965,avibase-36C24C3D,Slender-billed Weaver Ploceus pelzelni,,
699,Ploceidae,"Weavers, Bishops and Widowbirds",Little Weaver,Ploceus luteolus,,,,,,,,,,,,,,,,,,,,,,,,,,1208,966,avibase-1373D324,Little Weaver Ploceus luteolus,,
700,Ploceidae,"Weavers, Bishops and Widowbirds",Spectacled Weaver,Ploceus ocularis,,,,,,,,,,,,,,,,,,,,,,,,,,1210,967,avibase-CA4839B2,Spectacled Weaver Ploceus ocularis,,
701,Ploceidae,"Weavers, Bishops and Widowbirds",Black-necked Weaver,Ploceus nigricollis,,,,,,,,,,,,,,,,,,,,,,,,,,1209,968,avibase-55997100,Black-necked Weaver Ploceus nigricollis,,
702,Ploceidae,"Weavers, Bishops and Widowbirds",Black-billed Weaver,Ploceus melanogaster,,,,,,,,,,,,,,,,,,,,,,,,,,1211,969,avibase-B38CE692,Black-billed Weaver Ploceus melanogaster,,
703,Ploceidae,"Weavers, Bishops and Widowbirds",Eastern Golden Weaver,Ploceus subaureus,,,,,,,,,,,,,,,,,,,,,,,,,,1213,970,avibase-86BEAFA6,Eastern Golden Weaver Ploceus subaureus,,
704,Ploceidae,"Weavers, Bishops and Widowbirds",Holub's Golden Weaver,Ploceus xanthops,,,,,,,,,,,,,,,,,,,,,,,,,,1214,971,avibase-2D86B0D2,Holub’s Golden Weaver Ploceus xanthops,,
705,Ploceidae,"Weavers, Bishops and Widowbirds",Orange Weaver,Ploceus aurantius,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,1215,972,avibase-2C42345F,Orange Weaver Ploceus aurantius NRR,No documented records since December 1984,
706,Ploceidae,"Weavers, Bishops and Widowbirds",Heuglin's Masked Weaver,Ploceus heuglini,,,,,,,,,,,,,,,,,,,,,,,,,,1227,973,avibase-D8E67602,Heuglin’s Masked Weaver Ploceus heuglini,,
707,Ploceidae,"Weavers, Bishops and Widowbirds",Golden Palm Weaver,Ploceus bojeri,,,,,,,,,,,,,,,,,,,,,,,,,,1216,974,avibase-F40197D6,Golden Palm Weaver Ploceus bojeri,,
708,Ploceidae,"Weavers, Bishops and Widowbirds",Taveta Golden Weaver,Ploceus castaneiceps,,,,,,,,,,,,,,,,,,,,,,,,,,1217,975,avibase-2379E3EB,Taveta Golden Weaver Ploceus castaneiceps,,
709,Ploceidae,"Weavers, Bishops and Widowbirds",Northern Brown-throated Weaver,Ploceus castanops,,,,,,,,,,,,,,,,,,,,,,,,,,1219,976,avibase-F9FB0226,Northern Brown-throated Weaver Ploceus castanops,,
710,Ploceidae,"Weavers, Bishops and Widowbirds",Northern Masked Weaver,Ploceus taeniopterus,,,,,,,,,,,,,,,,,,,,,,,,,,1229,978,avibase-6A84BDB8,Northern Masked Weaver Ploceus taeniopterus,,
711,Ploceidae,"Weavers, Bishops and Widowbirds",Lesser Masked Weaver,Ploceus intermedius,,,,,,,,,,,,,,,,,,,,,,,,,,1228,979,avibase-E069A0BB,Lesser Masked Weaver Ploceus intermedius,,
712,Ploceidae,"Weavers, Bishops and Widowbirds",Vitelline Masked Weaver,Ploceus vitellinus,,,,,,,,,,,,,,,,,,,,,,,,,,1226,980,avibase-FC6C191F,Vitelline Masked Weaver Ploceus vitellinus,Included in Ploceus velatus in the 1996 list,
713,Ploceidae,"Weavers, Bishops and Widowbirds",Speke's Weaver,Ploceus spekei,,,,,,,,,,,,,,,,,,,,,,,,,,1230,981,avibase-4DC2B23C,Speke’s Weaver Ploceus spekei,,
714,Ploceidae,"Weavers, Bishops and Widowbirds",Village Weaver,Ploceus cucullatus,,,,,,,,,,,,,,,,,,,,,,,,,,1232,982,avibase-E8AA9E1C,Village Weaver Ploceus cucullatus,Called the Black-headed Weaver in the 1996 list,
715,Ploceidae,"Weavers, Bishops and Widowbirds",Vieillot's Black Weaver,Ploceus nigerrimus,,,,,,,,,,,,,,,,,,,,,,,,,,1233,983,avibase-20D915AD,Vieillot’s Black Weaver Ploceus nigerrimus,,
716,Ploceidae,"Weavers, Bishops and Widowbirds",Kilifi (Clarke’s) Weaver,Ploceus golandi,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1235,984,avibase-2A2CC7B3,Kilifi (Clarke’s) Weaver Ploceus golandi E,,
717,Ploceidae,"Weavers, Bishops and Widowbirds",Juba Weaver,Ploceus dichrocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,1223,985,avibase-2E4A97D9,Juba Weaver Ploceus dichrocephalus ,Called the Half-collared Kingfisher in the 1996 list,
718,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-backed Weaver,Ploceus melanocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,1222,986,avibase-19D053B3,Yellow-backed Weaver Ploceus melanocephalus,"Gill & Wright (2006) rather confusingly call this species the Black-headed Weaver, a direct translation of the specifiepithet, but it is the name quite often used for Ploceus cucullatus, here called the Village Weaver",
719,Ploceidae,"Weavers, Bishops and Widowbirds",Golden-backed Weaver,Ploceus jacksoni,,,,,,,,,,,,,,,,,,,,,,,,,,1224,987,avibase-DF0759C0,Golden-backed Weaver Ploceus jacksoni,Called Jackson’s Golden-backed Weaver in the 1996 list,
720,Ploceidae,"Weavers, Bishops and Widowbirds",Chestnut Weaver,Ploceus rubiginosus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1236,988,avibase-01BFAE61,Chestnut Weaver Ploceus rubiginosus am,,
721,Ploceidae,"Weavers, Bishops and Widowbirds",Yellow-mantled Weaver,Ploceus tricolor,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,1237,989,avibase-BE85C81E,Yellow-mantled Weaver Ploceus tricolor NRR Ex,,
722,Ploceidae,"Weavers, Bishops and Widowbirds",Dark-backed Weaver,Ploceus bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,1239,991,avibase-70312286,Dark-backed Weaver Ploceus bicolor,,
723,Ploceidae,"Weavers, Bishops and Widowbirds",Weyn’s Weaver ,Ploceus weynsi,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,avibase-341298B9,Weyn’s Weaver Ploceus weynsi Rar.,,
724,Ploceidae,"Weavers, Bishops and Widowbirds",Brown-capped Weaver,Ploceus insignis,,,,,,,,,,,,,,,,,,,,,,,,,,1240,992,avibase-C649EA57,Brown-capped Weaver Ploceus insignis,PM,
725,Ploceidae,"Weavers, Bishops and Widowbirds",Red-headed Malimbe,Malimbus rubricollis,,,,,,,,,,,,,,,,,,,,,,,,,,1246,993,avibase-960B56F2,Red-headed Malimbe Malimbus rubricollis,,
726,Ploceidae,"Weavers, Bishops and Widowbirds",Red-headed Weaver,Anaplectes rubriceps,,,,,,,,,,,,,,,,,,,,,,,,,,1247,994,avibase-BE3C45B5,Red-headed Weaver Anaplectes rubriceps,,
727,Estrildidae,Waxbills,Black-bellied Firefinch,Lagonosticta rara,,,,,,,,,,,,,,,,,,,,,,,,,,1296,1035,avibase-27012CC9,Black-bellied Firefinch Lagonosticta rara,,
728,Estrildidae,Waxbills,Bar-breasted Firefinch,Lagonosticta rufopicta,,,,,,,,,,,,,,,,,,,,,,,,,,1291,1036,avibase-43FE4788,Bar-breasted Firefinch Lagonosticta rufopicta,,
729,Estrildidae,Waxbills,Red-billed Firefinch,Lagonosticta senegala,,,,,,,,,,,,,,,,,,,,,,,,,,1293,1037,avibase-B4A4E4BF,Red-billed Firefinch Lagonosticta senegala,,
730,Estrildidae,Waxbills,African Firefinch,Lagonosticta rubricata,,,,,,,,,,,,,,,,,,,,,,,,,,1294,1038,avibase-A6034D7F,African Firefinch Lagonosticta rubricata,,
731,Estrildidae,Waxbills,Jameson's Firefinch,Lagonosticta rhodopareia,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1039,avibase-871F32D9,Jameson’s Firefinch Lagonosticta rhodopareia,,
732,Estrildidae,Waxbills,Brown Twinspot,Clytospiza monteiri,,,,,,,,,,,,,,,,,,,,,,,,,,1288,1032,avibase-BD7558AD,Brown Twinspot Clytospiza monteiri,,
733,Estrildidae,Waxbills,Orange-winged Pytilia,Pytilia afra,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1033,avibase-6A1ED1C2,Orange-winged Pytilia Pytilia afra,,
734,Estrildidae,Waxbills,Green-winged Pytilia,Pytilia melba,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1034,avibase-01A3BE3C,Green-winged Pytilia Pytilia melba,,
735,Estrildidae,Waxbills,Peter's Twinspot,Hypargos niveoguttatus,,,,,,,,,,,,,,,,,,,,,,,,,,1286,1031,avibase-50490520,Peters’s Twinspot Hypargos niveoguttatus,,
736,Estrildidae,Waxbills,Purple Grenadier,Granatina ianthinogaster,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1030,avibase-DE689967,Purple Grenadier Granatina ianthinogaster,Included in Uraeginthus in the 1996 list,
737,Estrildidae,Waxbills,Red-cheeked Cordon-bleu,Uraeginthus bengalus,,,,,,,,,,,,,,,,,,,,,,,,,,1309,1028,avibase-EAE77D96,Red-cheeked Cordon-bleu Uraeginthus bengalus,Uraeginthus bengalus brunneigularis E,
738,Estrildidae,Waxbills,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,1310,1029,avibase-5CAE6778,Blue-capped Cordon-bleu Uraeginthus cyanocephalus,,
739,Estrildidae,Waxbills,Red-headed Bluebill,Spermophaga ruficapilla,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1026,avibase-46A1FC77,Red-headed Bluebill Spermophaga ruficapilla,PM,
740,Estrildidae,Waxbills,Black-bellied Seed-cracker,Pyrenestes ostrinus,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,1282,1027,avibase-2CC91390,Black-bellied Seedcracker Pyrenestes ostrinus NRR,,
741,Estrildidae,Waxbills,Fawn-breasted Waxbill,Estrilda paludicola,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1018,avibase-1066028B,Fawn-breasted Waxbill Estrilda paludicola,,
742,Estrildidae,Waxbills,Crimson-rumped Waxbill,Estrilda rhodopyga,,,,,,,,,,,,,,,,,,,,,,,,,,1301,1019,avibase-6DD8F10F,Crimson-rumped Waxbill Estrilda rhodopyga,,
743,Estrildidae,Waxbills,Black-rumped Waxbill,Estrilda troglodytes,,,,,,,,,,,,,,,,,,,,,,,,,,1302,1020,avibase-D30DC715,Black-rumped Waxbill Estrilda troglodytes,,
744,Estrildidae,Waxbills,Common Waxbill,Estrilda astrild,,,,,,,,,,,,,,,,,,,,,,,,,,1303,1021,avibase-61CB98C0,Common Waxbill Estrilda astrild,,
745,Estrildidae,Waxbills,Black-crowned Waxbill,Estrilda nonnula,,,,,,,,,,,,,,,,,,,,,,,,,,1304,1022,avibase-2680F124,Black-crowned Waxbill Estrilda nonnula,,
746,Estrildidae,Waxbills,Kandt's Waxbill,Estrilda kandti,,,,,,,,,,,,,,,,,,,,,,,,,,1305,1023,avibase-C38DEB1A,Kandt’s Waxbill Estrilda kandti,,Formerly treated as conspecific with Black-headed Waxbill E. atricapilla
747,Estrildidae,Waxbills,Black-faced Waxbill,Estrilda erythronotos,,,,,,,,,,,,,,,,,,,,,,,,,,1306,1024,avibase-842FF43C,Black-faced Waxbill Estrilda erythronotos,,
748,Estrildidae,Waxbills,Black-cheeked Waxbill,Estrilda charmosyna,,,,,,,,,,,,,,,,,,,,,,,,,,1307,1025,avibase-50BF77FB,Black-cheeked Waxbill Estrilda charmosyna,,
749,Estrildidae,Waxbills,Green-backed Twinspot,Mandingoa nitidula,,,,,,,,,,,,,,,,,,,,,,,,,,1287,1016,avibase-1A6B766A,Green-backed Twinspot Mandingoa nitidula,,
750,Estrildidae,Waxbills,Abyssinian Crimsonwing,Cryptospiza salvadorii,,,,,,,,,,,,,,,,,,,,,,,,,,1279,1017,avibase-98B15EE7,Abyssinian Crimsonwing Cryptospiza salvadorii,,
751,Estrildidae,Waxbills,Yellow-bellied Waxbill,Coccopygia quartinia,,,,,,,,,,,,,,,,,,,,,,,,,,1299,1015,avibase-B9BE800C,Yellow-bellied Waxbill Coccopygia quartinia,Was included in Estrilda in the 1996 list,
752,Estrildidae,Waxbills,White-breasted Negrofinch,Nigrita fusconotus,,,,,,,,,,,,,,,,,,,,,,,,,,1272,1013,avibase-F3B46894,White-breasted Negrofinch Nigrita fusconotus,,
753,Estrildidae,Waxbills,Grey-headed Negrofinch,Nigrita canicapillus,,,,,,,,,,,,,,,,,,,,,,,,,,1269,1014,avibase-B15F4C49,Grey-headed Negrofinch Nigrita canicapillus,,
754,Estrildidae,Waxbills,Cut-throat Finch,Amadina fasciata,,,,,,,,,,,,,,,,,,,,,,,,,,1322,1040,avibase-CDDA63E0,Cut-throat Finch Amadina fasciata,,
755,Estrildidae,Waxbills,African Quailfinch,Ortygospiza atricollis,,,,,,,,,,,,,,,,,,,,,,,,,,1314,1041,avibase-8E5252EB,African Quailfinch Ortygospiza atricollis,,"In the 2009 Checklist, O. fuscocrissa was used, following a then three species treatment"
756,Estrildidae,Waxbills,Orange-breasted Waxbill,Amandava subflava,,,,,,,,,,,,,,,,,,,,,,,,,,1312,1042,avibase-ECC40D44,Orange-breasted Waxbill Amandava subflava,Called Zebra Waxbill in the 1996 list,
757,Estrildidae,Waxbills,Locust Finch,Paludipasser locustella,,,,,,,,,,,,,,,,,,,,,,,,,,1313,1043,avibase-EF6293B7,Locust Finch Paludipasser locustella,Was included in Ortygospiza in the 1996 list,
758,Estrildidae,Waxbills,Bronze Mannikin,Spermestes cucullata,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1045,avibase-142E4CB7,Bronze Mannikin Spermestes cucullata,,
759,Estrildidae,Waxbills,Black-and-white Mannikin,Spermestes bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,1319,1046,avibase-E358EC8A,Black-and-white Mannikin Spermestes bicolor,"The race nigriceps, the Rufous-backed Mannikin, has often been regarded as a separate species in the past",
759.1,Estrildidae,Waxbills,Black-and-white Mannikin,Spermestes bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-21C4CE6A,Black-and-white Mannikin S. bicolor,,
759.2,Estrildidae,Waxbills,Red-backed Mannikin,Spermestes (bicolor) nigriceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-A02BCF5E,Red-backed Mannikin S. (b.) nigriceps,,
760,Estrildidae,Waxbills,Magpie Mannikin,Spermestes fringilloides,,,,,,,,,,,,,,,,,,,,,,,,,,1320,1047,avibase-64E386FE,Magpie Mannikin Spermestes fringilloides,,
761,Estrildidae,Waxbills,Grey-headed Silverbill,Odontospiza griseicapilla,,,,,,,,,,,,,,,,,,,,,,,,,,1317,1044,avibase-7D6F12FE,Grey-headed Silverbill Odontospiza griseicapilla,This and the next four species were included in Lonchura in the 1996 list,
762,Estrildidae,Waxbills,African Silverbill,Euodice cantans,,,,,,,,,,,,,,,,,,,,,,,,,,1267,1048,avibase-FC6A9CD0,African Silverbill Euodice cantans,,
763,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Pin-tailed Whydah,Vidua macroura,,,,,,,,,,,,,,,,,,,,,,,,,,1328,1050,avibase-673E66F0,Pin-tailed Whydah Vidua macroura,,
764,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Broad-tailed Paradise Whydah,Vidua obtusa,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1051,avibase-C1A42CCA,Broad-tailed Paradise Whydah Vidua obtusa ,The last documented record was of a male collected at Chuka in February 1947,
765,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Eastern Paradise Whydah,Vidua paradisaea,,,,,,,,,,,,,,,,,,,,,,,,,,1330,1052,avibase-ACF0F1A2,Eastern Paradise Whydah Vidua paradisaea,Called just Paradise Whydah in the 1996 list,
766,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Steel-blue Whydah,Vidua hypocherina,,,,,,,,,,,,,,,,,,,,,,,,,,1327,1053,avibase-8D05A048,Steel-blue Whydah Vidua hypocherina,,
767,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Straw-tailed Whydah,Vidua fischeri,,,,,,,,,,,,,,,,,,,,,,,,,,1329,1054,avibase-424B857C,Straw-tailed Whydah Vidua fischeri,,
768,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Village Indigobird,Vidua chalybeata,,,,,,,,,,,,,,,,,,,,,,,,,,1323,1055,avibase-BA01A793,Village Indigobird Vidua chalybeata,,
769,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Dusky Indigobird,Vidua funerea,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,1325,1056,avibase-49EF9657,Dusky Indigobird Vidua funerea Rar.,Tape recorded and collected in the early 1990s in the Kerio Valley alongside the other two Kenya indigobird species (Payne et al.. 1992). Called the Variable Indigobird in the 1996 list,
770,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Purple Indigobird,Vidua purpurascens,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1057,avibase-2AA13F1D,Purple Indigobird Vidua purpurascens,,
771,Viduidae,"Whydahs, Indigobirds and Parasitic Weaver",Parasitic Weaver,Anomalospiza imberbis,,,,,,,,,,,,,,,,,,,,,,,,,,1322.5,1049,avibase-C97A5C39,Parasitic Weaver Anomalospiza imberbis,,
