group_id,relationship,mapping_basis,old_avilist_id,old_english_name,old_scientific_name,new_avilist_id,new_english_name,new_scientific_name
stable-avibase-418C7CCB,name_change,stable_avilist_id,avibase-418C7CCB,Western Black-headed Oriole,Oriolus brachyrynchus,avibase-418C7CCB,Western Oriole,Oriolus brachyrynchus
stable-avibase-419AEB97,name_change,stable_avilist_id,avibase-419AEB97,Masked Lark,Spizocorys personata (races intensa and mcchesneyi),avibase-419AEB97,Masked Lark,Spizocorys personata
stable-avibase-428DA7CD,name_change,stable_avilist_id,avibase-428DA7CD,Northern Olive (Abyssinian) Thrush,Turdus abyssinicus,avibase-428DA7CD,Abyssinian Thrush,Turdus abyssinicus
stable-avibase-42D3918F,name_change,stable_avilist_id,avibase-42D3918F,Senegal Plover,Vanellus lugubris,avibase-42D3918F,Senegal Lapwing,Vanellus lugubris
stable-avibase-439FE608,name_change,stable_avilist_id,avibase-439FE608,Double-toothed Barbet,Pogornornis bidentatus,avibase-439FE608,Double-toothed Barbet,Pogonornis bidentatus
stable-avibase-43CAAEE3,name_change,stable_avilist_id,avibase-43CAAEE3,White-winged Black Tern,Chlidonias leucopterus,avibase-43CAAEE3,White-winged Tern,Chlidonias leucopterus
stable-avibase-45C55FDE,name_change,stable_avilist_id,avibase-45C55FDE,Orange Ground Thrush,Zoothera gurneyi (race raineyi),avibase-45C55FDE,Orange Ground Thrush,Geokichla gurneyi
stable-avibase-4971D1EF,name_change,stable_avilist_id,avibase-4971D1EF,Heuglin’s Bustard,Ardeotis heuglinii,avibase-4971D1EF,Heuglin's Bustard,Neotis heuglinii
stable-avibase-49D9148A,name_change,stable_avilist_id,avibase-49D9148A,Great White Egret,Ardea alba,avibase-49D9148A,Great Egret,Ardea alba
stable-avibase-4C7B3D81,name_change,stable_avilist_id,avibase-4C7B3D81,Bush Pipit,Anthus caffer,avibase-4C7B3D81,Bushveld Pipit,Anthus caffer
stable-avibase-4FD242D0,name_change,stable_avilist_id,avibase-4FD242D0,Gabon Nightjar,Caprimulgus fossii,avibase-4FD242D0,Square-tailed Nightjar,Caprimulgus fossii
stable-avibase-4FDBC0CB,name_change,stable_avilist_id,avibase-4FDBC0CB,Denham’s Bustard,Ardeotis denhami ,avibase-4FDBC0CB,Denham's Bustard,Neotis denhami
stable-avibase-4FE76868,name_change,stable_avilist_id,avibase-4FE76868,Black-headed Apalis,Apalis melanocephala (race nigrodorsalis),avibase-4FE76868,Black-headed Apalis,Apalis melanocephala
stable-avibase-5011E123,name_change,stable_avilist_id,avibase-5011E123,Donaldson Smith's Sparrow Weaver,Plocepasser donaldsoni,avibase-5011E123,Donaldson Smith's Sparrow-Weaver,Plocepasser donaldsoni
stable-avibase-50490520,name_change,stable_avilist_id,avibase-50490520,Peter's Twinspot,Hypargos niveoguttatus,avibase-50490520,Red-throated Twinspot,Hypargos niveoguttatus
stable-avibase-50BF77FB,name_change,stable_avilist_id,avibase-50BF77FB,Black-cheeked Waxbill,Estrilda charmosyna,avibase-50BF77FB,Black-cheeked Waxbill,Brunhilda charmosyna
stable-avibase-5108E1D3,name_change,stable_avilist_id,avibase-5108E1D3,Western Citril,Crithagra (citrinelloides) frontalis,avibase-5108E1D3,Western Citril,Crithagra frontalis
stable-avibase-51FD3E3C,name_change,stable_avilist_id,avibase-51FD3E3C,Cassin's Hawk Eagle,Aquila africana,avibase-51FD3E3C,Cassin's Hawk-Eagle,Aquila africana
stable-avibase-526978C4,name_change,stable_avilist_id,avibase-526978C4,Greater Crested (Swift) Tern, Thalasseus bergii,avibase-526978C4,Greater Crested Tern,Thalasseus bergii
stable-avibase-5351025C,name_change,stable_avilist_id,avibase-5351025C,Thekla Lark,Galerida theklae,avibase-5351025C,Thekla's Lark,Galerida theklae
stable-avibase-53EABB81,name_change,stable_avilist_id,avibase-53EABB81,Rüppell's Robin Chat,Cossypha semirufa,avibase-53EABB81,Rüppell's Robin-Chat,Cossypha semirufa
stable-avibase-550DE745,name_change,stable_avilist_id,avibase-550DE745,Sacred Ibis,Threskiornis aethiopicus,avibase-550DE745,African Sacred Ibis,Threskiornis aethiopicus
stable-avibase-56209052,name_change,stable_avilist_id,avibase-56209052,Blue Crested-flycatcher,Elminia longicauda,avibase-56209052,African Blue Flycatcher,Elminia longicauda
stable-avibase-562E17AB,name_change,stable_avilist_id,avibase-562E17AB,Cape Rook,Corvus capensis,avibase-562E17AB,Cape Crow,Corvus capensis
stable-avibase-572C4C7F,name_change,stable_avilist_id,avibase-572C4C7F,Wood Warbler,Rhadina sibilatrix,avibase-572C4C7F,Wood Warbler,Phylloscopus sibilatrix
stable-avibase-5983D677,name_change,stable_avilist_id,avibase-5983D677,Yellow Wagtail,Motacilla flava,avibase-5983D677,Western Yellow Wagtail,Motacilla flava
stable-avibase-5A58B69A,name_change,stable_avilist_id,avibase-5A58B69A,East Coast (Pale) Batis,Batis soror,avibase-5A58B69A,Pale Batis,Batis soror
stable-avibase-5A94FEAE,name_change,stable_avilist_id,avibase-5A94FEAE,Red-tailed Bristlebill,Bleda syndactyla,avibase-5A94FEAE,Red-tailed Bristlebill,Bleda syndactylus
stable-avibase-5B443EDE,name_change,stable_avilist_id,avibase-5B443EDE,African Water Rail,Rallus caerulescens,avibase-5B443EDE,African Rail,Rallus caerulescens
stable-avibase-5C54F8C9,name_change,stable_avilist_id,avibase-5C54F8C9,Dusky Tit,Parus funereus,avibase-5C54F8C9,Dusky Tit,Melaniparus funereus
stable-avibase-5C70AA7D,name_change,stable_avilist_id,avibase-5C70AA7D,Pale-eyed (White-shouldered) Black Tit,Melaniparus guineensis,avibase-5C70AA7D,White-shouldered Black Tit,Melaniparus guineensis
stable-avibase-5D82C13B,name_change,stable_avilist_id,avibase-5D82C13B,Slender-billed Greenbul,Stelgidillas gracilirostris (race percivali),avibase-5D82C13B,Slender-billed Greenbul,Stelgidillas gracilirostris
stable-avibase-5EA2B90C,name_change,stable_avilist_id,avibase-5EA2B90C,Grey Tit-flycatcher (Lead-coloured Flycatcher),Fraseria plumbea,avibase-5EA2B90C,Grey Tit-Flycatcher,Fraseria plumbea
stable-avibase-60A39CF9,name_change,stable_avilist_id,avibase-60A39CF9,Spotted Ground Thrush,Zoothera guttata,avibase-60A39CF9,Spotted Ground Thrush,Geokichla guttata
stable-avibase-610FFD8E,name_change,stable_avilist_id,avibase-610FFD8E,Northern Grey Tit,Parus thruppi,avibase-610FFD8E,Acacia Tit,Melaniparus thruppi
stable-avibase-61CECCA7,name_change,stable_avilist_id,avibase-61CECCA7,Somali Short-toed Lark,Alaudala somalica (includes the race athensis),avibase-61CECCA7,Somali Short-toed Lark,Alaudala somalica
stable-avibase-61F0E581,name_change,stable_avilist_id,avibase-61F0E581,Chestnut-banded Plover,Charadrius pallidus (race venustus),avibase-61F0E581,Chestnut-banded Plover,Anarhynchus pallidus
stable-avibase-61F9065B,name_change,stable_avilist_id,avibase-61F9065B,Blackcap,Sylvia atricapilla,avibase-61F9065B,Eurasian Blackcap,Sylvia atricapilla
stable-avibase-641068BB,name_change,stable_avilist_id,avibase-641068BB,Grey-headed Bush-Shrike,Malaconotus blanchoti,avibase-641068BB,Grey-headed Bushshrike,Malaconotus blanchoti
stable-avibase-648936C0,name_change,stable_avilist_id,avibase-648936C0,African Cuckoo Hawk,Aviceda cuculoides,avibase-648936C0,African Cuckoo-Hawk,Aviceda cuculoides
stable-avibase-64DDD14D,name_change,stable_avilist_id,avibase-64DDD14D,Demoiselle Crane,Anthropoides virgo,avibase-64DDD14D,Demoiselle Crane,Grus virgo
stable-avibase-65FE8029,name_change,stable_avilist_id,avibase-65FE8029,African White-winged Dove,Streptopelia reichenowi ,avibase-65FE8029,White-winged Collared Dove,Streptopelia reichenowi
stable-avibase-66AA3934,name_change,stable_avilist_id,avibase-66AA3934,Eurasian Bee-eater,Merops apiaster,avibase-66AA3934,European Bee-eater,Merops apiaster
stable-avibase-68A80086,name_change,stable_avilist_id,avibase-68A80086,Black-billed Wood-hoopoe,Phoeniculus somaliensis,avibase-68A80086,Black-billed Wood Hoopoe,Phoeniculus somaliensis
stable-avibase-69661C7D,name_change,stable_avilist_id,avibase-69661C7D,African Orange-bellied Parrot,Poicephalus rufiventris,avibase-69661C7D,Red-bellied Parrot,Poicephalus rufiventris
stable-avibase-69EB514A,name_change,stable_avilist_id,avibase-69EB514A,Reichenow's Seedeater [Yellow-rumped],Crithagra reichenowi,avibase-69EB514A,Reichenow's Seedeater,Crithagra reichenowi
stable-avibase-6A64EFCB,name_change,stable_avilist_id,avibase-6A64EFCB,Red-necked Falcon,Falco chiquera,avibase-6A64EFCB,Red-necked Falcon,Falco chicquera
stable-avibase-6ADB636C,name_change,stable_avilist_id,avibase-6ADB636C,Heuglin's Wheatear,Oenanthe heuglini,avibase-6ADB636C,Heuglin's Wheatear,Oenanthe heuglinii
stable-avibase-6E352E18,name_change,stable_avilist_id,avibase-6E352E18,Pied Flycatcher,Ficedula hypoleuca,avibase-6E352E18,European Pied Flycatcher,Ficedula hypoleuca
stable-avibase-6E95C4A9,name_change,stable_avilist_id,avibase-6E95C4A9,African Dusky Flycatcher,Muscicapa adusta (race marsabit),avibase-6E95C4A9,African Dusky Flycatcher,Muscicapa adusta
stable-avibase-6F967270,name_change,stable_avilist_id,avibase-6F967270,Mouse-coloured Penduline-Tit,Anthoscopus musculus,avibase-6F967270,Mouse-colored Penduline Tit,Anthoscopus musculus
stable-avibase-70129CB1,name_change,stable_avilist_id,avibase-70129CB1,Rosy-breasted Longclaw,Macronyx ameliae,avibase-70129CB1,Rosy-throated Longclaw,Macronyx ameliae
stable-avibase-70BD722B,name_change,stable_avilist_id,avibase-70BD722B,African Mourning Dove,Streptopelia decipiens,avibase-70BD722B,Mourning Collared Dove,Streptopelia decipiens
stable-avibase-72386016,name_change,stable_avilist_id,avibase-72386016,Somali Bunting,Fringillaria poliopleura,avibase-72386016,Somali Bunting,Emberiza poliopleura
