group_id,relationship,mapping_basis,old_avilist_id,old_english_name,old_scientific_name,new_avilist_id,new_english_name,new_scientific_name
legacy-map-021,unresolved,curated_mapping,avibase-8CC7216A,Forest Wood-hoopoe,Phoeniculus castaneiceps,,,
legacy-map-022,lump,curated_mapping,avibase-E9ED7248,Lesser Honeyguide,Indicator minor,avibase-50F3668C,Lesser Honeyguide,Indicator minor
legacy-map-022,lump,curated_mapping,avibase-0AC6CF82,Thick-billed Honeyguide,Iindicator (minor) conirostris,avibase-50F3668C,Lesser Honeyguide,Indicator minor
legacy-map-023,lump,curated_mapping,avibase-E6D52EF7,D'Arnaud's Barbet,Trachyphonus darnaudii,avibase-1953C1D6,D'Arnaud's Barbet,Trachyphonus darnaudii
legacy-map-023,lump,curated_mapping,avibase-55E9B668,Usambiro Barbet,Trachyphonus (darnaudii) usambiro,avibase-1953C1D6,D'Arnaud's Barbet,Trachyphonus darnaudii
legacy-map-024,unresolved,curated_mapping,avibase-EEA161A8,Speckled Tinkerbird,Pogoniulus scolopaceus,,,
legacy-map-025,lump,curated_mapping,avibase-6B28B3A1,Lemon-rumped Tinkerbird,Pogoniulus leucolaimus,avibase-7749C92B,Yellow-rumped Tinkerbird,Pogoniulus bilineatus
legacy-map-025,lump,curated_mapping,avibase-35C11126,Fischer’s (Coastal) Tinkerbird,Pogoniulus fischeri,avibase-7749C92B,Yellow-rumped Tinkerbird,Pogoniulus bilineatus
legacy-map-026,replacement,curated_mapping,avibase-A4CF3B9E,Red-fronted Tinkerbird,Pogoniulus pusillus,avibase-E01F4BD7,Northern Red-fronted Tinkerbird,Pogoniulus uropygialis
legacy-map-027,lump,curated_mapping,avibase-408639E6,White-headed Barbet,Lybius leucocephalus leucocephalus/albicauda,avibase-BCA0F974,White-headed Barbet,Lybius leucocephalus
legacy-map-027,lump,curated_mapping,avibase-B91DD3C8,Snowy (Brown-and-white) Barbet,Lybius (leucocephalus) senex,avibase-BCA0F974,White-headed Barbet,Lybius leucocephalus
legacy-map-028,replacement,curated_mapping,avibase-75DF194C,Yellow-billed Barbet,Trachylaemus purpuratus,avibase-80BC978E,Eastern Yellow-billed Barbet,Trachylaemus purpuratus
legacy-map-029,lump,curated_mapping,avibase-A76838A0,Common Kestrel,Falco tinnunculus tinnunculus,avibase-2DAB45B8,Common Kestrel,Falco tinnunculus
legacy-map-029,lump,curated_mapping,avibase-2BD7F8B5,Rock Kestrel,Falco (tinnunculus) rufescens,avibase-2DAB45B8,Common Kestrel,Falco tinnunculus
legacy-map-030,lump,curated_mapping,avibase-B46C6125,Peregrine Falcon ,Falco peregrinus,avibase-47E58408,Peregrine Falcon,Falco peregrinus
legacy-map-030,lump,curated_mapping,avibase-A113792C,Barbary Falcon,Falco (peregrinus) pelegrinoides,avibase-47E58408,Peregrine Falcon,Falco peregrinus
legacy-map-031,unresolved,curated_mapping,avibase-4396F4F1,Yellow-collared Lovebird,Agapornis personatus,,,
legacy-map-032,unresolved,curated_mapping,avibase-E1EE00F7,Fischer’s Lovebird,Agapornis fischeri,,,
legacy-map-033,unresolved,curated_mapping,avibase-7B0E2F01,Hybrid Lovebird,Agapornis fischeri x personatus ,,,
legacy-map-034,split,curated_mapping,avibase-FBB58997,Tropical Boubou,Laniarius aethiopicus,avibase-EBC3B53B,Ethiopian Boubou,Laniarius aethiopicus
legacy-map-034,split,curated_mapping,avibase-FBB58997,Tropical Boubou,Laniarius aethiopicus,avibase-07F940AA,Tropical Boubou,Laniarius major
legacy-map-035,replacement,curated_mapping,avibase-7763FEC8,Glossy-backed (Northern) Drongo,Dicrurus divaricatus,avibase-11FE7313,Fork-tailed Drongo,Dicrurus adsimilis
legacy-map-036,unresolved,curated_mapping,avibase-DB2501EE,Geat Grey Shrike,Lanius excubitor,,,
legacy-map-037,replacement,curated_mapping,avibase-71EF2ACB,Grey-chinned Sunbird,Anthreptes rectirostris,avibase-35A2CCDF,Grey-chinned Sunbird,Anthreptes tephrolaemus
legacy-map-038,split,curated_mapping,avibase-00D5E1C6,Beautiful Sunbird,Cinnyris pulchellus,avibase-718A3B70,Beautiful Sunbird,Cinnyris pulchellus
legacy-map-038,split,curated_mapping,avibase-00D5E1C6,Beautiful Sunbird,Cinnyris pulchellus,avibase-375BAF53,Gorgeous Sunbird,Cinnyris melanogastrus
legacy-map-039,replacement,curated_mapping,avibase-C6D0CB7E,Shining Sunbird,Cinnyris habessinicus,avibase-688582BF,Abyssinian Sunbird,Cinnyris habessinicus
legacy-map-040,lump,curated_mapping,avibase-8C0F6D53,Northern Black Bishop ,Euplectes gierowii gierowii,avibase-CC7862AF,Black Bishop,Euplectes gierowii
legacy-map-040,lump,curated_mapping,avibase-83340007,Southern Black Bishop,Euplectes (gierowii) friederichseni,avibase-CC7862AF,Black Bishop,Euplectes gierowii
legacy-map-041,lump,curated_mapping,avibase-4167B45D,Yellow-mantled Widowbird,Euplectes macroura macroura ,avibase-F5E0EA0D,Yellow-mantled Widowbird,Euplectes macroura
legacy-map-041,lump,curated_mapping,avibase-4ED105CA,Yellow-shouldered Widowbird,Euplectes (macroura) macrocercus,avibase-F5E0EA0D,Yellow-mantled Widowbird,Euplectes macroura
legacy-map-042,lump,curated_mapping,avibase-21C4CE6A,Black-and-white Mannikin,Spermestes bicolor,avibase-E358EC8A,Black-and-white Mannikin,Spermestes bicolor
legacy-map-042,lump,curated_mapping,avibase-A02BCF5E,Red-backed Mannikin,Spermestes (bicolor) nigriceps,avibase-E358EC8A,Black-and-white Mannikin,Spermestes bicolor
legacy-map-043,split,curated_mapping,avibase-A61F55E3,Rufous Sparrow,Passer cordofanicus,avibase-126E0CFA,Shelley's Sparrow,Passer shelleyi
legacy-map-043,split,curated_mapping,avibase-A61F55E3,Rufous Sparrow,Passer cordofanicus,avibase-DBAB527C,Kenya Sparrow,Passer rufocinctus
legacy-map-044,replacement,curated_mapping,avibase-2F9F81C9,Northern Grey-headed Sparrow,Passer griseus ugandae ,avibase-E10D0809,Northern Grey-headed Sparrow,Passer griseus
legacy-map-045,replacement,curated_mapping,avibase-F46C1803,Forest (Northern) Hyliota,Hyliota (australis) slatini,avibase-F840409E,Southern Hyliota,Hyliota australis
legacy-map-046,lump,curated_mapping,avibase-EE4207D4,Grey Penduline Tit,Anthoscopus caroli,avibase-F44BD4BE,Grey Penduline Tit,Anthoscopus caroli
legacy-map-046,lump,curated_mapping,avibase-6E9DA935,Buff-bellied Penduline Tit,Anthoscopus (caroli) sylviella,avibase-F44BD4BE,Grey Penduline Tit,Anthoscopus caroli
legacy-map-047,replacement,curated_mapping,avibase-6B089785,Singing Bush Lark,Mirafra cantillans,avibase-5BFC242D,Singing Bush Lark,Mirafra javanica
legacy-map-048,replacement,curated_mapping,avibase-6A0D6123,Rufous-naped Lark,Mirafra africana (race harterti),avibase-EB9CE6A2,Rufous-naped Lark,Corypha africana
legacy-map-049,split,curated_mapping,avibase-BAA83B0C,Red-winged Lark,Mirafra hypermetra,avibase-5F213A7D,Red-winged Lark,Corypha hypermetra
legacy-map-049,split,curated_mapping,avibase-BAA83B0C,Red-winged Lark,Mirafra hypermetra,avibase-D167A312,Sentinel Lark,Corypha athi
legacy-map-050,lump,curated_mapping,avibase-0C8B9FA4,Northern Crombec,Sylvietta brachyura,avibase-7542C6F1,Northern Crombec,Sylvietta brachyura
legacy-map-050,lump,curated_mapping,avibase-406E1A4D,White-bellied (Eastern) Crombec,Sylvietta (brachyura) leucopsis,avibase-7542C6F1,Northern Crombec,Sylvietta brachyura
legacy-map-051,lump,curated_mapping,avibase-CA02C9A1,Yellow-breasted Apalis,Apalis flavida (race pugnax),avibase-E70F9747,Yellow-breasted Apalis,Apalis flavida
legacy-map-051,lump,curated_mapping,avibase-8C13DA6F,Brown-tailed Apalis,Apalis (flavida) flavocincta,avibase-E70F9747,Yellow-breasted Apalis,Apalis flavida
legacy-map-052,replacement,curated_mapping,avibase-2C8B24B6,Rock-loving Cisticola,Cisticola aberrans,avibase-AB6AE581,Rock-loving Cisticola,Cisticola aberrans
legacy-map-053,replacement,curated_mapping,avibase-9AEEFA09,Wailing Cisticola,Cisticola lais,avibase-52B4F230,Lynes's Cisticola,Cisticola distinctus
legacy-map-054,replacement,curated_mapping,avibase-34E27C2A,African Reed Warbler,Acrocephalus baeticatus,avibase-3F0EE474,Common Reed Warbler,Acrocephalus scirpaceus
legacy-map-055,many_to_many,curated_mapping,avibase-F72A871F,Red-rumped Swallow,Cecropis daurica,avibase-91315CD4,African Red-rumped Swallow,Cecropis melanocrissus
legacy-map-055,many_to_many,curated_mapping,avibase-F72A871F,Red-rumped Swallow,Cecropis daurica,avibase-B4967714,European Red-rumped Swallow,Cecropis rufula
legacy-map-055,many_to_many,curated_mapping,avibase-94F9F616,Red-rumped Swallow,Cecropis daurica emini,avibase-91315CD4,African Red-rumped Swallow,Cecropis melanocrissus
legacy-map-056,replacement,curated_mapping,avibase-47DA0258,Rock Martin,Ptyonoprogne fuligula,avibase-A85102D3,Red-throated Rock Martin,Ptyonoprogne rufigula
legacy-map-057,replacement,curated_mapping,avibase-C73137EA,Yellow-throated Greenbul (Leaflove) ,Atimastillas flavicollis,avibase-04E77EEF,Pale-throated Greenbul,Atimastillas flavigula
legacy-map-058,split,curated_mapping,avibase-54A902B5,Mountain Greenbul,Arizelocichla nigriceps,avibase-1EEE86B8,Kikuyu Mountain Greenbul,Arizelocichla kikuyuensis
legacy-map-058,split,curated_mapping,avibase-54A902B5,Mountain Greenbul,Arizelocichla nigriceps,avibase-FC523946,Black-headed Mountain Greenbul,Arizelocichla nigriceps
legacy-map-059,replacement,curated_mapping,avibase-4996833A,Stripe-cheeked Greenbul,Arizelocichla milanjensis,avibase-9A80B57C,Olive-headed Greenbul,Arizelocichla striifacies
legacy-map-060,lump,curated_mapping,avibase-3029C547,Cabanis's Greenbul,Phyllastrephus cabanisi,avibase-24F71192,Cabanis's Greenbul,Phyllastrephus cabanisi
legacy-map-060,lump,curated_mapping,avibase-CF1DDF4E,Placid Greenbul,Phyllastrephus (cabanisi) placidus ,avibase-24F71192,Cabanis's Greenbul,Phyllastrephus cabanisi
legacy-map-061,lump,curated_mapping,avibase-ADC1F0C9,Common Bulbul,Pycnonotus barbatus,avibase-6ABDB635,Common Bulbul,Pycnonotus barbatus
legacy-map-061,lump,curated_mapping,avibase-B2F86107,Dodson’s Bulbul,Pycnonotus (barbatus) dodsoni,avibase-6ABDB635,Common Bulbul,Pycnonotus barbatus
legacy-map-062,replacement,curated_mapping,avibase-EAC8528E,Northern Yellow White-eye,Zosterops senegalensis,avibase-86F34425,Northern Yellow White-eye,Zosterops senegalensis
legacy-map-063,replacement,curated_mapping,avibase-BF3D3E26,Montane (Heuglin’s) White-eye,Zosterops poliogastrus (race kulalensis),avibase-52C60399,Kafa White-eye,Zosterops kaffensis
legacy-map-064,lump,curated_mapping,avibase-42C9B9B1,Black-lored Babbler,Turdoides sharpei sharpei ,avibase-7350FE4C,Black-lored Babbler,Turdoides sharpei
legacy-map-064,lump,curated_mapping,avibase-BE76A224,Black-lored (Mt. Kenya) Babbler,Turdoides (sharpei) vepres,avibase-7350FE4C,Black-lored Babbler,Turdoides sharpei
legacy-map-065,lump,curated_mapping,avibase-060AF4FA,Pale Flycatcher,Bradornis pallidus pallidus,avibase-FA03A965,Pale Flycatcher,Agricola pallidus
legacy-map-065,lump,curated_mapping,avibase-CAC5AD6C,Bafirawar’s Flycatcher,Bradornis (pallidus) bafirawari,avibase-FA03A965,Pale Flycatcher,Agricola pallidus
legacy-map-066,split,curated_mapping,avibase-26618AA1,Red-collared Widowbird,Euplectes ardens,avibase-6A1F6033,Red-cowled Widowbird,Euplectes laticauda
legacy-map-066,split,curated_mapping,avibase-26618AA1,Red-collared Widowbird,Euplectes ardens,avibase-26618AA1,Red-collared Widowbird,Euplectes ardens
legacy-map-067,replacement,curated_mapping,avibase-D029B521,Karamoja Apalis,Apalis karamojae,avibase-DCA0028B,Maasai Apalis,Apalis stronachi
legacy-map-068,replacement,curated_mapping,avibase-6DA05B66,Tropical Shearwater,Puffinus bailloni,avibase-198120BB,Persian Shearwater,Puffinus persicus
legacy-map-069,split,curated_mapping,avibase-BE3C45B5,Red-headed Weaver,Anaplectes rubriceps,avibase-ECE36984,Red Weaver,Anaplectes jubaensis
legacy-map-069,split,curated_mapping,avibase-BE3C45B5,Red-headed Weaver,Anaplectes rubriceps,avibase-4D19099B,Red-headed Weaver,Anaplectes rubriceps
stable-avibase-0018A99B,name_change,stable_avilist_id,avibase-0018A99B,Greyish Eagle Owl,Bubo (africanus) cinerascens,avibase-0018A99B,Greyish Eagle-Owl,Bubo cinerascens
stable-avibase-023D6E38,name_change,stable_avilist_id,avibase-023D6E38,Southern White-faced (Scops) Owl,Ptilopsis granti,avibase-023D6E38,Southern White-faced Owl,Ptilopsis granti
stable-avibase-02428AC1,name_change,stable_avilist_id,avibase-02428AC1,Black-and-white Casqued Hornbill,Bycanistes subcylindricus,avibase-02428AC1,Black-and-white-casqued Hornbill,Bycanistes subcylindricus
stable-avibase-034B2A6A,name_change,stable_avilist_id,avibase-034B2A6A,Pel's Fishing-Owl,Scotopelia peli,avibase-034B2A6A,Pel's Fishing Owl,Scotopelia peli
stable-avibase-074251A3,name_change,stable_avilist_id,avibase-074251A3,African Wattled Plover,Vanellus senegallus,avibase-074251A3,African Wattled Lapwing,Vanellus senegallus
stable-avibase-07F940AA,name_change,stable_avilist_id,avibase-07F940AA,Tropical Boubou,Laniarius (aethiopicus) major/ambiguus,avibase-07F940AA,Tropical Boubou,Laniarius major
stable-avibase-0868B50D,name_change,stable_avilist_id,avibase-0868B50D,Slate-coloured Boubou,Laniarius funebris,avibase-0868B50D,Slate-colored Boubou,Laniarius funebris
stable-avibase-0874B4D5,name_change,stable_avilist_id,avibase-0874B4D5,Black-rumped Buttonquail,Turnix hottentottus,avibase-0874B4D5,Black-rumped Buttonquail,Turnix nanus
stable-avibase-09A0F2EB,name_change,stable_avilist_id,avibase-09A0F2EB,African Crake,Crex egregia,avibase-09A0F2EB,African Crake,Crecopsis egregia
stable-avibase-0B4F3AA2,name_change,stable_avilist_id,avibase-0B4F3AA2,Amani Sunbird,Anthodiaeta pallidigaster ,avibase-0B4F3AA2,Amani Sunbird,Hedydipna pallidigaster
stable-avibase-0BC36521,name_change,stable_avilist_id,avibase-0BC36521,Doherty's Bushshrike,Telephorus dohertyi,avibase-0BC36521,Doherty's Bushshrike,Telophorus dohertyi
stable-avibase-0C571D99,name_change,stable_avilist_id,avibase-0C571D99,Cinnamon-breasted Bunting,Fringillaria tahapisi,avibase-0C571D99,Cinnamon-breasted Bunting,Emberiza tahapisi
stable-avibase-0CEB2DA6,name_change,stable_avilist_id,avibase-0CEB2DA6,Northern Grosbeak Canary,Crithagra donaldsoni,avibase-0CEB2DA6,Northern Grosbeak-Canary,Crithagra donaldsoni
stable-avibase-0D7CC717,name_change,stable_avilist_id,avibase-0D7CC717,Grassland Pipit,Anthus cinnamomeus,avibase-0D7CC717,African Pipit,Anthus cinnamomeus
stable-avibase-0DCD05BE,name_change,stable_avilist_id,avibase-0DCD05BE,Lesser Whitethroat,Sylvia curruca,avibase-0DCD05BE,Lesser Whitethroat,Curruca curruca
stable-avibase-0EA5F2E1,name_change,stable_avilist_id,avibase-0EA5F2E1,Ansorge's Greenbul,Eurillas ansorgei (race kavirondensis),avibase-0EA5F2E1,Ansorge's Greenbul,Eurillas ansorgei
stable-avibase-0ECD9D58,name_change,stable_avilist_id,avibase-0ECD9D58,Brown (Meyer’s) Parrot ,Poicephalus meyeri,avibase-0ECD9D58,Meyer's Parrot,Poicephalus meyeri
stable-avibase-0F0DCC2F,name_change,stable_avilist_id,avibase-0F0DCC2F,Kittlitz’s Plover,Charadrius pecuarius,avibase-0F0DCC2F,Kittlitz's Plover,Anarhynchus pecuarius
stable-avibase-0F14ECE4,name_change,stable_avilist_id,avibase-0F14ECE4,African Open-billed Stork,Anastomus lamelligerus,avibase-0F14ECE4,African Openbill,Anastomus lamelligerus
stable-avibase-0F42F11A,name_change,stable_avilist_id,avibase-0F42F11A,Eurasian (Great) Bittern,Botaurus stellaris,avibase-0F42F11A,Eurasian Bittern,Botaurus stellaris
stable-avibase-10B14696,name_change,stable_avilist_id,avibase-10B14696,Eastern Grey Plantain-eater,Crinifer zonurus,avibase-10B14696,Eastern Plantain-eater,Crinifer zonurus
stable-avibase-1192205B,name_change,stable_avilist_id,avibase-1192205B,Crested (Oriental) Honey Buzzard,Pernis ptilorhynchus,avibase-1192205B,Crested Honey Buzzard,Pernis ptilorhynchus
stable-avibase-11FE7313,name_change,stable_avilist_id,avibase-11FE7313,Fork-tailed (Common) Drongo,Dicrurus adsimilis,avibase-11FE7313,Fork-tailed Drongo,Dicrurus adsimilis
stable-avibase-126E0CFA,name_change,stable_avilist_id,avibase-126E0CFA,Shelley’s Sparrow,Passer (cordofanicus) shelleyi,avibase-126E0CFA,Shelley's Sparrow,Passer shelleyi
stable-avibase-132E0773,name_change,stable_avilist_id,avibase-132E0773,Uganda Woodland Warbler,Seicercus budongoensis,avibase-132E0773,Uganda Woodland Warbler,Phylloscopus budongoensis
stable-avibase-1350773F,name_change,stable_avilist_id,avibase-1350773F,Abbott’s Starling,Poeoptera femoralis ,avibase-1350773F,Abbott's Starling,Arizelopsar femoralis
stable-avibase-13967506,name_change,stable_avilist_id,avibase-13967506,Striped Crake,Amaurornis marginalis,avibase-13967506,Striped Crake,Aenigmatolimnas marginalis
stable-avibase-14AFBA82,name_change,stable_avilist_id,avibase-14AFBA82,Common Whitethroat,Sylvia communis,avibase-14AFBA82,Common Whitethroat,Curruca communis
stable-avibase-1611F295,name_change,stable_avilist_id,avibase-1611F295,Collared Sunbird,Anthodiaeta collaris,avibase-1611F295,Collared Sunbird,Hedydipna collaris
stable-avibase-16BD42DD,name_change,stable_avilist_id,avibase-16BD42DD,White-browed Robin Chat,Cossypha heuglini,avibase-16BD42DD,White-browed Robin-Chat,Cossypha heuglini
stable-avibase-16FEF081,name_change,stable_avilist_id,avibase-16FEF081,Brown Parisoma,Sylvia lugens,avibase-16FEF081,Brown Parisoma,Curruca lugens
stable-avibase-17310BF0,name_change,stable_avilist_id,avibase-17310BF0,Little Tern,Sternula (albifrons) albifrons,avibase-17310BF0,Little Tern,Sternula albifrons
stable-avibase-18A19380,name_change,stable_avilist_id,avibase-18A19380,Grey Phalarope,Phalaropus fulicarius,avibase-18A19380,Red Phalarope,Phalaropus fulicarius
stable-avibase-19D053B3,name_change,stable_avilist_id,avibase-19D053B3,Yellow-backed Weaver,Ploceus melanocephalus,avibase-19D053B3,Black-headed Weaver,Ploceus melanocephalus
stable-avibase-1A0ECB6E,name_change,stable_avilist_id,avibase-1A0ECB6E,Shikra,Accipiter badius,avibase-1A0ECB6E,Shikra,Tachyspiza badia
stable-avibase-1A6B766A,name_change,stable_avilist_id,avibase-1A6B766A,Green-backed Twinspot,Mandingoa nitidula,avibase-1A6B766A,Green Twinspot,Mandingoa nitidula
stable-avibase-1B11690B,name_change,stable_avilist_id,avibase-1B11690B,Scaly Francolin,Pternistis squamatus,avibase-1B11690B,Scaly Spurfowl,Pternistis squamatus
stable-avibase-1D446440,name_change,stable_avilist_id,avibase-1D446440,Long-tailed Skua,Stercorarius longicaudus,avibase-1D446440,Long-tailed Jaeger,Stercorarius longicaudus
stable-avibase-1E7CADC2,name_change,stable_avilist_id,avibase-1E7CADC2,Miombo (Pale) Wren Warbler,Calamonastes undosus,avibase-1E7CADC2,Miombo Wren-Warbler,Calamonastes undosus
stable-avibase-1EA60B94,name_change,stable_avilist_id,avibase-1EA60B94,Barred Warbler,Sylvia nisoria,avibase-1EA60B94,Barred Warbler,Curruca nisoria
stable-avibase-1EEE86B8,name_change,stable_avilist_id,avibase-1EEE86B8,Olive-breasted Mountain Greenbul,Arizelocichla (nigriceps) kikuyuensis,avibase-1EEE86B8,Kikuyu Mountain Greenbul,Arizelocichla kikuyuensis
stable-avibase-1FDDABDB,name_change,stable_avilist_id,avibase-1FDDABDB,Speckled Mousebird,Colius striatus (race kikuyuensis),avibase-1FDDABDB,Speckled Mousebird,Colius striatus
stable-avibase-214B3533,name_change,stable_avilist_id,avibase-214B3533,White-fronted Plover,Charadrius marginatus,avibase-214B3533,White-fronted Plover,Anarhynchus marginatus
stable-avibase-215428B0,name_change,stable_avilist_id,avibase-215428B0,Bare-faced Go-away-bird,Corythaixoides personatus,avibase-215428B0,Bare-faced Go-away-bird,Crinifer personatus
stable-avibase-2247CB05,name_change,stable_avilist_id,avibase-2247CB05,Common Ostrich,Struthio camelus (race camelus),avibase-2247CB05,Common Ostrich,Struthio camelus
stable-avibase-22832FF4,name_change,stable_avilist_id,avibase-22832FF4,African Swallow-tailed Kite,Chelictinia riocourii,avibase-22832FF4,Scissor-tailed Kite,Chelictinia riocourii
stable-avibase-22952180,name_change,stable_avilist_id,avibase-22952180,Schalow's Turaco,Tauraco Schalowi,avibase-22952180,Schalow's Turaco,Tauraco schalowi
stable-avibase-230A0342,name_change,stable_avilist_id,avibase-230A0342,White-starred Robin,Pogonocichla stellata (race macarthuri),avibase-230A0342,White-starred Robin,Pogonocichla stellata
stable-avibase-2379E3EB,name_change,stable_avilist_id,avibase-2379E3EB,Taveta Golden Weaver,Ploceus castaneiceps,avibase-2379E3EB,Taveta Weaver,Ploceus castaneiceps
stable-avibase-23D5FC36,name_change,stable_avilist_id,avibase-23D5FC36,Blue-spotted Wood-Dove,Turtur afer,avibase-23D5FC36,Blue-spotted Wood Dove,Turtur afer
stable-avibase-24208346,name_change,stable_avilist_id,avibase-24208346,Rose-coloured Starling,Pastor roseus,avibase-24208346,Rosy Starling,Pastor roseus
stable-avibase-2470FC01,name_change,stable_avilist_id,avibase-2470FC01,Fan-tailed Grassbird,Schoenicola brevirostris,avibase-2470FC01,Fan-tailed Grassbird,Catriscus brevirostris
stable-avibase-250123FB,name_change,stable_avilist_id,avibase-250123FB,African Long-eared (Abyssinian) Owl,Asio abyssinicus,avibase-250123FB,Abyssinian Owl,Asio abyssinicus
stable-avibase-25C26AB9,name_change,stable_avilist_id,avibase-25C26AB9,Grey-winged Robin,Sheppardia polioptera,avibase-25C26AB9,Grey-winged Robin-Chat,Sheppardia polioptera
stable-avibase-2624054E,name_change,stable_avilist_id,avibase-2624054E,Rufous-crowned Roller,Coracias naevius,avibase-2624054E,Purple Roller,Coracias naevius
stable-avibase-264D0351,name_change,stable_avilist_id,avibase-264D0351,Caspian Plover,Charadrius asiaticus,avibase-264D0351,Caspian Plover,Anarhynchus asiaticus
stable-avibase-2700C97D,name_change,stable_avilist_id,avibase-2700C97D,Yellow-crested Woodpecker,Chloropicos xantholophus,avibase-2700C97D,Yellow-crested Woodpecker,Chloropicus xantholophus
stable-avibase-28CACA8F,name_change,stable_avilist_id,avibase-28CACA8F,Green Wood-hoopoe,Phoeniculus purpureus,avibase-28CACA8F,Green Wood Hoopoe,Phoeniculus purpureus
stable-avibase-295B9665,name_change,stable_avilist_id,avibase-295B9665,Kenrick's Starling,Poeoptera kenricki (race bensoni),avibase-295B9665,Kenrick's Starling,Poeoptera kenricki
stable-avibase-29D50ED5,name_change,stable_avilist_id,avibase-29D50ED5,Heuglin's Courser,Rhinoptilus cinctus,avibase-29D50ED5,Three-banded Courser,Rhinoptilus cinctus
stable-avibase-2A2CC7B3,name_change,stable_avilist_id,avibase-2A2CC7B3,Kilifi (Clarke’s) Weaver,Ploceus golandi,avibase-2A2CC7B3,Kilifi Weaver,Ploceus golandi
stable-avibase-2AA4BC58,name_change,stable_avilist_id,avibase-2AA4BC58,White-bellied Go-away-bird,Criniferoides leucogaster,avibase-2AA4BC58,White-bellied Go-away-bird,Crinifer leucogaster
stable-avibase-2B55E679,name_change,stable_avilist_id,avibase-2B55E679,Swahili Sparrow,Passer (griseus) suahelicus,avibase-2B55E679,Swahili Sparrow,Passer suahelicus
stable-avibase-2C504059,name_change,stable_avilist_id,avibase-2C504059,Chestnut-crowned Sparrow Weaver,Plocepasser superciliosus,avibase-2C504059,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus
stable-avibase-2C7BA3A6,name_change,stable_avilist_id,avibase-2C7BA3A6,Ross's Turaco,Musophaga rossae,avibase-2C7BA3A6,Ross's Turaco,Tauraco rossae
stable-avibase-2CC91390,name_change,stable_avilist_id,avibase-2CC91390,Black-bellied Seed-cracker,Pyrenestes ostrinus,avibase-2CC91390,Black-bellied Seedcracker,Pyrenestes ostrinus
stable-avibase-2F23EDC6,name_change,stable_avilist_id,avibase-2F23EDC6,Blacksmith Plover,Vanellus armatus,avibase-2F23EDC6,Blacksmith Lapwing,Vanellus armatus
stable-avibase-2F66131B,name_change,stable_avilist_id,avibase-2F66131B,Chestnut-headed Sparrow Lark,Eremopterix signatus,avibase-2F66131B,Chestnut-headed Sparrow-Lark,Eremopterix signatus
stable-avibase-30FEC6BE,name_change,stable_avilist_id,avibase-30FEC6BE,Common House Martin,Delichon urbicum,avibase-30FEC6BE,Western House Martin,Delichon urbicum
stable-avibase-3153FE22,name_change,stable_avilist_id,avibase-3153FE22,Long-tailed Widowbird,Euplectes progne (race delamerei),avibase-3153FE22,Long-tailed Widowbird,Euplectes progne
stable-avibase-3402C9BB,name_change,stable_avilist_id,avibase-3402C9BB,Sooty Boubou,Laniarius leucorhynchus,avibase-3402C9BB,Lowland Sooty Boubou,Laniarius leucorhynchus
stable-avibase-341298B9,name_change,stable_avilist_id,avibase-341298B9,Weyn’s Weaver ,Ploceus weynsi,avibase-341298B9,Weyns's Weaver,Ploceus weynsi
stable-avibase-345658E9,name_change,stable_avilist_id,avibase-345658E9,Spotted Morning (Spotted Palm) Thrush,Cichladusa guttata,avibase-345658E9,Spotted Palm Thrush,Cichladusa guttata
stable-avibase-35A1472C,name_change,stable_avilist_id,avibase-35A1472C,African Goshawk,Accipiter tachiro,avibase-35A1472C,African Goshawk,Aerospiza tachiro
stable-avibase-35D60F12,name_change,stable_avilist_id,avibase-35D60F12,Kenya Crested Guineafowl,Guttera pucherani pucherani,avibase-35D60F12,Eastern Crested Guineafowl,Guttera pucherani
stable-avibase-35EC3BBF,name_change,stable_avilist_id,avibase-35EC3BBF,Little Ringed Plover,Charadrius dubius,avibase-35EC3BBF,Little Ringed Plover,Thinornis dubius
stable-avibase-3846F8A8,name_change,stable_avilist_id,avibase-3846F8A8,Red-capped Robin Chat,Cossypha natalensis,avibase-3846F8A8,Red-capped Robin-Chat,Cossypha natalensis
stable-avibase-39086887,name_change,stable_avilist_id,avibase-39086887,Arctic Skua,Stercorarius parasiticus,avibase-39086887,Parasitic Jaeger,Stercorarius parasiticus
stable-avibase-3A46A20C,name_change,stable_avilist_id,avibase-3A46A20C,Southern Yellowbill (Green Malkoha),Ceuthmochares australis,avibase-3A46A20C,Green Malkoha,Ceuthmochares australis
stable-avibase-3B66D504,name_change,stable_avilist_id,avibase-3B66D504,Yellow-bellied Wattle-eye,Dyaphorophyia concreta,avibase-3B66D504,Yellow-bellied Wattle-eye,Platysteira concreta
stable-avibase-3C12AA44,name_change,stable_avilist_id,avibase-3C12AA44,White-backed Night Heron,Gorsachius leuconotus,avibase-3C12AA44,White-backed Night Heron,Calherodius leuconotus
stable-avibase-3D25568A,name_change,stable_avilist_id,avibase-3D25568A,Elgon Francolin,Scleroptila elgonensis (race theresae),avibase-3D25568A,Elgon Francolin,Scleroptila elgonensis
stable-avibase-3F0EE474,name_change,stable_avilist_id,avibase-3F0EE474,Eurasian Reed Warbler,Acrocephalus scirpaceus,avibase-3F0EE474,Common Reed Warbler,Acrocephalus scirpaceus
