ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
1240,784,2058,avibase-67D43542,0,Charadriiformes,Laridae,Ichthyaetus,hemprichii,"Gulls, Terns and Skimmers",Gull,Sooty,,,,,
1368,785,2060,avibase-A59FA446,0,Charadriiformes,Laridae,Larus,hyperboreus,"Gulls, Terns and Skimmers",Gull,Glaucous,,,,,
2606,786,2062,avibase-E826E9F3,0,Charadriiformes,Laridae,Larus,marinus,"Gulls, Terns and Skimmers",Gull,Great Black-backed,,retire,retired,,
1369,788,2064,avibase-E826E9F3,0,Charadriiformes,Laridae,Larus,marinus,"Gulls, Terns and Skimmers",Gull,Great Black-backed,,changed Common_group name,in use,,
1242,789,2066,avibase-052BFA8A,0,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,"Gulls, Terns and Skimmers",Gull,Mediterranean,,,,,
1220,790,2068,avibase-F89FD6E3,0,Charadriiformes,Laridae,Hydrocoloeus,minutus,,Gull,Little,,,,,
2273,814,2070,avibase-4B21F4D8,0,Charadriiformes,Laridae,Sternula,saundersi,,Tern,Saunders's,,,,,
2500,818,2072,avibase-39F29B55,0,Charadriiformes,Alcidae,Uria,aalge,Auks,Murre,Common,,,,,
3,820,2074,avibase-8492E4B7,0,Falconiformes,Accipitridae,Accipiter,brevipes,"Kites, Hawks and Eagles",Sparrowhawk,Levant,,,,,
4,821,2076,avibase-9D80E72A,0,Falconiformes,Accipitridae,Accipiter,castanilius,"Kites, Hawks and Eagles",Sparrowhawk,Chestnut-flanked,,,,,
5,822,2078,avibase-AFD19C47,0,Falconiformes,Accipitridae,Accipiter,erythropus,"Kites, Hawks and Eagles",Sparrowhawk,Red-thighed,,,,,
6,824,2080,avibase-0307D245,0,Falconiformes,Accipitridae,Accipiter,francesiae,,Sparrowhawk,Frances's,,,,,
7,825,2082,avibase-95DD1855,0,Falconiformes,Accipitridae,Accipiter,gentilis,"Kites, Hawks and Eagles",Goshawk,Northern,,,,,
8,826,2084,avibase-05701150,0,Falconiformes,Accipitridae,Accipiter,henstii,"Kites, Hawks and Eagles",Goshawk,Henst's,,,,,
9,827,2086,avibase-5D673E3E,0,Falconiformes,Accipitridae,Accipiter,madagascariensis,"Kites, Hawks and Eagles",Sparrowhawk,Madagascan,,,,,
16,834,2088,avibase-8AFD72B2,0,Falconiformes,Accipitridae,Accipiter,toussenelii,"Kites, Hawks and Eagles",Goshawk,Red-chested,,,,,
40,835,2090,avibase-158BDC90,0,Falconiformes,Accipitridae,Aegypius,monachus,"Kites, Hawks and Eagles",Vulture,Cinereous,,,,,
219,836,2092,avibase-69742EE4,0,Falconiformes,Accipitridae,Aquila,adalberti,"Kites, Hawks and Eagles",Eagle,Spanish Imperial ,,,,,
221,837,2094,avibase-5F8E7CA8,0,Falconiformes,Accipitridae,Aquila,chrysaetos,"Kites, Hawks and Eagles",Eagle,Golden,,,,,
223,839,2096,avibase-469DCF57,0,Falconiformes,Accipitridae,Aquila,heliaca,"Kites, Hawks and Eagles",Eagle,Eastern Imperial ,,,,,
272,848,2098,avibase-C8E60C39,0,Falconiformes,Accipitridae,Aviceda,madagascariensis,"Kites, Hawks and Eagles",Cuckoo-Hawk,Madagascan,,,,,
362,849,2100,avibase-45A1D850,0,Falconiformes,Accipitridae,Butastur,rufipennis,"Kites, Hawks and Eagles",Buzzard,Grasshopper,,,,,
2608,850,2102,avibase-DE8B3F6B,0,Falconiformes,Accipitridae,Buteo,archeri,,Buzzard,Archer's,,,,,
364,854,2104,avibase-A16C3B99,0,Falconiformes,Accipitridae,Buteo,auguralis,"Kites, Hawks and Eagles",Buzzard,Red-necked,,,,,
365,855,2106,avibase-5AA3C196,0,Falconiformes,Accipitridae,Buteo,bannermani,,Buzzard,Cape Verde,,,,,
366,856,2108,avibase-5CA7B50A,0,Falconiformes,Accipitridae,Buteo,brachypterus,"Kites, Hawks and Eagles",Buzzard,Madagascan,,,,,
368,858,2110,avibase-90B13ACF,0,Falconiformes,Accipitridae,Buteo,lagopus,"Kites, Hawks and Eagles",Buzzard,Rough-legged,,,,,
369,859,2112,avibase-5BFEFD9A,0,Falconiformes,Accipitridae,Buteo,oreophilus,"Kites, Hawks and Eagles",Buzzard,Mountain,,,,,
553,861,2114,avibase-22832FF4,0,Falconiformes,Accipitridae,Chelictinia,riocourii,"Kites, Hawks and Eagles",Kite,Scissor-tailed,,,,,
641,863,2116,avibase-F4E78AFA,0,Falconiformes,Accipitridae,Circaetus,beaudouini,,Snake Eagle,Beaudouin's,,,,,
645,867,2118,avibase-8372FFBA,0,Falconiformes,Accipitridae,Circaetus,gallicus,"Kites, Hawks and Eagles",Snake Eagle,Short-toed,,,,,
649,869,2120,avibase-F558C7F9,0,Falconiformes,Accipitridae,Circus,cyaneus,"Kites, Hawks and Eagles",Harrier,Hen,,,,,
651,871,2122,avibase-02B81454,0,Falconiformes,Accipitridae,Circus,maillardi,"Kites, Hawks and Eagles",Harrier,Reunion,,,,,
647,875,2124,avibase-3DA062BF,0,Falconiformes,Accipitridae,Circaetus,spectabilis,"Kites, Hawks and Eagles",Eagle,Congo Serpent,,,,,
1049,877,2126,avibase-D5EF2E20,0,Falconiformes,Accipitridae,Eutriorchis,astur,"Kites, Hawks and Eagles",Serpent Eagle,Madagascan,,,,,
1168,882,2128,avibase-5D1987CE,0,Falconiformes,Accipitridae,Gyps,fulvus,"Kites, Hawks and Eagles",Vulture,Griffon,,,,,
1180,884,2130,avibase-5A3D91D3,0,Falconiformes,Accipitridae,Haliaeetus,albicilla,"Kites, Hawks and Eagles",Eagle,White-tailed,,,,,
1182,886,2132,avibase-A877BECE,0,Falconiformes,Accipitridae,Haliaeetus,vociferoides,"Kites, Hawks and Eagles",Fish Eagle,Madagascan,,,,,
222,888,2134,avibase-05F11441,0,Falconiformes,Accipitridae,Aquila,fasciata,,Eagle,Bonelli's,,,,,
1501,892,2136,avibase-FA3A1F20,0,Falconiformes,Accipitridae,Melierax,poliopterus,"Kites, Hawks and Eagles",Goshawk,Eastern Chanting,,,,,
2609,897,2138,avibase-ADFE1C17,0,Falconiformes,Accipitridae,Milvus,fasciicauda,,Kite,Cape Verde,,,,,
1788,904,2140,avibase-1192205B,0,Falconiformes,Accipitridae,Pernis,ptilorhynchus,"Kites, Hawks and Eagles",Buzzard,Crested Honey,,,,,
1997,906,2142,avibase-0513AFBF,0,Falconiformes,Accipitridae,Polyboroides,radiatus,"Kites, Hawks and Eagles",Harrier-Hawk,Madagascar,,,,,
220,908,2144,avibase-51FD3E3C,0,Falconiformes,Accipitridae,Aquila,africana,,Hawk-Eagle,Cassin's,,,,,
2507,913,2146,avibase-1C209762,0,Falconiformes,Accipitridae,Urotriorchis,macrourus,"Kites, Hawks and Eagles",Hawk,Long-tailed,,,,,
1066,915,2148,avibase-C7F1C08C,0,Falconiformes,Falconidae,Falco,pelegrinoides,,Falcon,Barbary,,,,,
2611,916,2150,avibase-0CA0FCD0,0,Falconiformes,Falconidae,Falco,alexandri,,Kestrel,Alexander's,,,,,
1051,917,2152,avibase-D2CAA18B,0,Falconiformes,Falconidae,Falco,alopex,"Caracaras, Falcons",Kestrel,Fox,,,,,
1056,922,2154,avibase-A9F51494,0,Falconiformes,Falconidae,Falco,cherrug,"Caracaras, Falcons",Falcon,Saker,,,,,
2612,930,2156,avibase-DF92B0BB,0,Falconiformes,Falconidae,Falco,madens,,Peregrine,Cape Verde,,,,,
2613,932,2158,avibase-A2DD04C4,0,Falconiformes,Falconidae,Falco,neglectus,,Kestrel,Neglected,,,,,
1065,933,2160,avibase-66DD7774,0,Falconiformes,Falconidae,Falco,newtoni,"Caracaras, Falcons",Kestrel,Malagasy,,,,,
1072,939,2162,avibase-2DAB45B8,0,Falconiformes,Falconidae,Falco,tinnunculus,"Caracaras, Falcons",Kestrel,Common,,,,,
1074,941,2164,avibase-80881CE3,0,Falconiformes,Falconidae,Falco,zoniventris,"Caracaras, Falcons",Kestrel,Banded,,,,,
1965,943,2166,avibase-018B3169,0,Ciconiiformes,Podicipedidae,Podiceps,auritus,Grebes,Grebe,Horned,,,,,
1967,945,2168,avibase-1CBD2CED,0,Ciconiiformes,Podicipedidae,Podiceps,grisegena,Grebes,Grebe,Red-necked,,,,,
2333,947,2170,avibase-092C1484,0,Ciconiiformes,Podicipedidae,Tachybaptus,pelzelnii,Grebes,Grebe,Madagascan,,,,,
2614,949,2172,avibase-16E62DC4,0,Ciconiiformes,Podicipedidae,Tachybaptus,rufolavatus †,Grebes,Grebe,Alaotra,,,,,
1567,953,2174,avibase-534FB490,0,Ciconiiformes,Sulidae,Morus,bassanus,"Gannets, Boobies",Gannet,Northern,,,,,
1798,962,2176,avibase-CECC7B26,0,Ciconiiformes,Phalacrocoracidae,Phalacrocorax,aristotelis,"Cormorants, Shags",Shag,European,,,,,
1375,964,2178,avibase-8EAE1D03,0,Ciconiiformes,Phalacrocoracidae,Leucocarbo,melanogenis,,Shag,Crozet,,,,,
1803,970,2180,avibase-7947E603,0,Ciconiiformes,Phalacrocoracidae,Phalacrocorax,nigrogularis,"Cormorants, Shags",Cormorant,Socotra,,,,,
2617,971,2182,avibase-AFF49475,0,Ciconiiformes,Phalacrocoracidae,Microcarbo,pygmaeus,,Cormorant,Pygmy,,,,,
2618,972,2184,avibase-E3C46304,0,Ciconiiformes,Ardeidae,Ardea,bournei,,Heron,Cape Verde Purple,,,,,
231,975,2186,avibase-A8EE526F,0,Ciconiiformes,Ardeidae,Ardea,humbloti,"Herons, Bitterns",Heron,Humblot's,,,,,
934,988,2188,avibase-7C15B36B,0,Ciconiiformes,Ardeidae,Egretta,dimorpha,,Egret,Dimorphic,,,,,
936,990,2190,avibase-DF32B1F9,2190,Ciconiiformes,Ardeidae,Egretta,gularis,"Herons, Bitterns",Heron,Western Reef,,,,,
937,991,2192,avibase-AA7901D8,0,Ciconiiformes,Ardeidae,Egretta,thula,"Herons, Bitterns",Egret,Snowy,,,,,
1273,995,2194,avibase-1BFBF5D5,0,Ciconiiformes,Ardeidae,Ixobrychus,sinensis,"Herons, Bitterns",Bittern,Yellow,,,,,
2398,998,2196,avibase-F3DE951B,0,Ciconiiformes,Ardeidae,Tigriornis,leucolopha,,Heron,White-crested Tiger,,,,,
312,1002,2198,avibase-8B771A3B,0,Ciconiiformes,Threskiornithidae,Bostrychia,bocagei,"Ibises, Spoonbills",Ibis,Sao Tome,,,,,
313,1003,2200,avibase-AC5B7A01,0,Ciconiiformes,Threskiornithidae,Bostrychia,carunculata,"Ibises, Spoonbills",Ibis,Wattled,,,,,
315,1005,2202,avibase-23ACB56E,0,Ciconiiformes,Threskiornithidae,Bostrychia,olivacea,"Ibises, Spoonbills",Ibis,Olive,,,,,
316,1006,2204,avibase-44E9A521,0,Ciconiiformes,Threskiornithidae,Bostrychia,rara,"Ibises, Spoonbills",Ibis,Spot-breasted,,,,,
1133,1008,2206,avibase-B20FECE2,0,Ciconiiformes,Threskiornithidae,Geronticus,eremita,"Ibises, Spoonbills",Ibis,Northern Blad,,,,,
1406,1009,2208,avibase-F6DD994A,0,Ciconiiformes,Threskiornithidae,Lophotibis,cristata,"Ibises, Spoonbills",Ibis,Madagascan,,,,,
1878,1011,2210,avibase-A0A584C1,0,Ciconiiformes,Threskiornithidae,Platalea,leucorodia,"Ibises, Spoonbills",Spoonbill,Eurasian,,,,,
1780,1015,2212,avibase-7C6D8BA2,0,Ciconiiformes,Pelecanidae,Pelecanus,crispus,Pelicans,Pelican,Dalmatian,,,,,
1090,1026,2214,avibase-67200E8E,0,Ciconiiformes,Fregatidae,Fregata,andrewsi,Frigatebirds,Frigatebird,Christmas,,,,,
1091,1027,2216,avibase-00E090F8,0,Ciconiiformes,Fregatidae,Fregata,aquila,Frigatebirds,Frigatebird,Ascension,,,,,
1093,1029,2218,avibase-8AA3B42E,0,Ciconiiformes,Fregatidae,Fregata,magnificens,Frigatebirds,Frigatebird,Magnificent,,,,,
2235,1042,2220,avibase-3B4B29E0,0,Ciconiiformes,Spheniscidae,Spheniscus,magellanicus,Penguins,Penguin,Magellanic,,,,,
1118,1043,2222,avibase-CA5852BE,0,Gaviiformes,Gaviidae,Gavia,arctica,Loons,Loon,Black-throated,,,,,
1119,1044,2224,avibase-7E022378,0,Gaviiformes,Gaviidae,Gavia,immer,Loons,Loon,Common,,,,,
1120,1045,2226,avibase-6C50988A,0,Gaviiformes,Gaviidae,Gavia,stellata,Loons,Loon,Red-throated,,,,,
427,1049,2228,avibase-D6AB20A5,0,Ciconiiformes,Procellariidae,Calonectris,edwardsii,"Petrels, Shearwaters",Shearwater,Cape Verde,,,,,
919,1056,2230,avibase-1A5E5AE7,953,Ciconiiformes,Diomedeidae,Diomedea,sanfordi,Albatrosses,Albatross,Northern Royal,,,,,
1101,1059,2232,avibase-049D9AEA,0,Ciconiiformes,Procellariidae,Fulmarus,glacialis,"Petrels, Shearwaters",Fulmar,Northern,,,,,
1665,1068,2234,avibase-D3FAE385,0,Ciconiiformes,Hydrobatidae,Oceanodroma,castro,,Storm Petrel,Band-rumped,,,,,
1668,1071,2236,avibase-80DE8670,0,Ciconiiformes,Hydrobatidae,Oceanodroma,monorhis,,Storm Petrel,Swinhoe's,,,,,
2025,1089,2240,avibase-F2ED14C9,2240,Ciconiiformes,Procellariidae,Procellaria,conspicillata,"Petrels, Shearwaters",Petrel,Spectacled,,,,,
2043,1092,2242,avibase-9331EDA7,0,Ciconiiformes,Procellariidae,Pseudobulweria,aterrima,,Petrel,Mascarene,,,,,
2089,1093,2244,avibase-D956176F,0,Ciconiiformes,Procellariidae,Pterodroma,baraui,"Petrels, Shearwaters",Petrel,Barau's,,,,,
2090,1094,2246,avibase-CFE78BAC,0,Ciconiiformes,Procellariidae,Pterodroma,feae,"Petrels, Shearwaters",Petrel,Fea's,,,,,
2096,1099,2248,avibase-A6EA486B,0,Ciconiiformes,Procellariidae,Pterodroma,madeira,"Petrels, Shearwaters",Petrel,Zino's,,,,,
2112,1103,2250,avibase-C817F455,0,Ciconiiformes,Procellariidae,Puffinus,boydi,,Shearwater,Boyd's,,,,,
2114,1108,2252,avibase-42F573C7,2252,Ciconiiformes,Procellariidae,Puffinus,mauretanicus,"Petrels, Shearwaters",Shearwater,Balearic,,,,,
2116,1112,2254,avibase-FD97EC1E,0,Ciconiiformes,Procellariidae,Puffinus,yelkouan,"Petrels, Shearwaters",Shearwater,Yelkouan,,,,,
2381,1119,2256,avibase-253271CB,2256,Ciconiiformes,Diomedeidae,Thalassarche,eremita,Albatrosses,Albatross,Chatham,,,,,
1876,1123,2258,avibase-C43C7532,0,Passeriformes,Pittidae,Pitta,reichenowi,Pittas,Pitta,Green-breasted,,,,,
2044,1124,2260,avibase-B8AE6DAF,0,Passeriformes,Eurylaimidae,Pseudocalyptomena,graueri,Broadbills,Broadbill,Grauer's,,,,,
2227,1126,2262,avibase-1F662597,0,Passeriformes,Eurylaimidae,Smithornis,rufolateralis,Broadbills,Broadbill,Rufous-sided,,,,,
2228,1127,2264,avibase-EE68233F,0,Passeriformes,Eurylaimidae,Smithornis,sharpei,Broadbills,Broadbill,Grey-headed,,,,,
1618,1128,2266,avibase-E35838E3,0,Passeriformes,Philepittidae,Neodrepanis,coruscans,Asities,Sunbird-Asity,Common,,,,,
1619,1129,2268,avibase-07471818,0,Passeriformes,Philepittidae,Neodrepanis,hypoxantha,Asities,Sunbird-Asity,Yellow-bellied,,,,,
1809,1130,2270,avibase-90A9B4AC,0,Passeriformes,Philepittidae,Philepitta,castanea,Asities,Asity,Velvet,,,,,
1810,1131,2272,avibase-C0927887,0,Passeriformes,Philepittidae,Philepitta,schlegeli,Asities,Asity,Schlegel's,,,,,
755,1132,2274,avibase-E44FAD6F,0,Passeriformes,Laniidae,Corvinella,corvina,Shrikes,Shrike,Yellow-billed,,,,,
1042,1135,2276,avibase-866D07A0,0,Passeriformes,Laniidae,Eurocephalus,ruppelli,Shrikes,Shrike,Northern White-crowned,,,,,
1339,1136,2278,avibase-836EDA33,0,Passeriformes,Laniidae,Lanius,cabanisi,Shrikes,Fiscal,Long-tailed,,,,,
1343,1140,2280,avibase-64772F0F,0,Passeriformes,Laniidae,Lanius,dorsalis,Shrikes,Fiscal,Taita,,,,,
1344,1141,2282,avibase-DB2501EE,0,Passeriformes,Laniidae,Lanius,excubitor,Shrikes,Shrike,Great Grey,,,,,
1345,1142,2284,avibase-02B6A30C,0,Passeriformes,Laniidae,Lanius,excubitoroides,Shrikes,Fiscal,Grey-backed,,,,,
1346,1143,2286,avibase-26DE1233,0,Passeriformes,Laniidae,Lanius,gubernator,Shrikes,Shrike,Emin's,,,,,
1348,1144,2288,avibase-97166F72,0,Passeriformes,Laniidae,Lanius,isabellinus,Shrikes,Shrike,Isabelline,,,,,
1349,1145,2290,avibase-72387112,0,Passeriformes,Laniidae,Lanius,mackinnoni,Shrikes,Shrike,Mackinnon's,,,,,
2626,1146,2292,avibase-DFE095F6,0,Passeriformes,Laniidae,Lanius,marwitzi,Shrikes,Fiscal,Uhehe,Lumped,Retire.Lumped with Southern Fiscal Lanius collaris #707,,,
1350,1147,2294,avibase-EDE09959,0,Passeriformes,Laniidae,Lanius,meridionalis,,Shrike,Southern Grey,,,,,
1353,1150,2296,avibase-E90CC64A,0,Passeriformes,Laniidae,Lanius,nubicus,Shrikes,Shrike,Masked,,,,,
1356,1152,2298,avibase-F7932185,0,Passeriformes,Laniidae,Lanius,somalicus,Shrikes,Fiscal,Somali,,,,,
2627,1154,2300,avibase-BE3017C0,0,Passeriformes,Laniidae,Urolestes,melanoleucus,Shrikes,Shrike,Northern Long-tailed ,,"Retire. ssp aequatorialis of #724, KBM log this instead of #724 Magpie shrike. BL dont have this number",retired,,
2543,1155,2302,avibase-847717E2,0,Passeriformes,Vireonidae,Vireo,olivaceus,"Vireos, Greenlets",Vireo,Red-eyed,,,,,
258,1156,2304,avibase-C141B912,0,Passeriformes,Vangidae,Artamella,viridis,Vangas,Vanga,White-headed,,,,,
2628,1157,2306,avibase-F2A919A8,0,Passeriformes,Malaconotidae,Batis,dimorpha,Bushshrike,Batis,Malawi,,,,,
302,1158,2308,avibase-90A3BA20,0,Passeriformes,Malaconotidae,Batis,reichenowi,,Batis,Reichenow's,,,,,
289,1159,2310,avibase-DF7C8FC5,0,Passeriformes,Malaconotidae,Batis,erlangeri,"Wattle-eyes, Batises",Batis,Western Black-headed ,,"Use this, Retire #13630",,,
288,1161,2312,avibase-B8BAD214,0,Passeriformes,Malaconotidae,Batis,diops,"Wattle-eyes, Batises",Batis,Rwenzori,,,,,
291,1163,2314,avibase-45C905C5,0,Passeriformes,Malaconotidae,Batis,ituriensis,"Wattle-eyes, Batises",Batis,Ituri,,,,,
292,1164,2316,avibase-5D9428D8,0,Passeriformes,Malaconotidae,Batis,margaritae,"Wattle-eyes, Batises",Batis,Margaret's,,,,,
293,1165,2318,avibase-43F4D13C,0,Passeriformes,Malaconotidae,Batis,minima,"Wattle-eyes, Batises",Batis,Gabon,,,,,
294,1166,2320,avibase-90D0D245,0,Passeriformes,Malaconotidae,Batis,minor,"Wattle-eyes, Batises",Batis,Eastern Black-headed ,,,,,
295,1167,2322,avibase-F254EE2D,0,Passeriformes,Malaconotidae,Batis,minulla,"Wattle-eyes, Batises",Batis,Angolan,,,,,
298,1170,2324,avibase-A6DFFC15,0,Passeriformes,Malaconotidae,Batis,orientalis,"Wattle-eyes, Batises",Batis,Grey-headed,,,,,
299,1171,2326,avibase-5C9DDB02,0,Passeriformes,Malaconotidae,Batis,perkeo,"Wattle-eyes, Batises",Batis,Pygmy,,,,,
300,1172,2328,avibase-0718A157,0,Passeriformes,Malaconotidae,Batis,poensis,"Wattle-eyes, Batises",Batis,Fernando Buff-spotted,,,,,
303,1174,2330,avibase-66B40819,0,Passeriformes,Malaconotidae,Batis,senegalensis,"Wattle-eyes, Batises",Batis,Senegal,,,,,
400,1177,2332,avibase-1C857735,0,Passeriformes,Vangidae,Calicalicus,madagascariensis,Vangas,Vanga,Red-tailed,,,,,
401,1178,2334,avibase-0CAB08FA,0,Passeriformes,Vangidae,Calicalicus,rufocarpalis,Vangas,Vanga,Red-shouldered,,,,,
2629,1180,2336,avibase-7B669DE9,0,Passeriformes,Campephagidae,Lobotos,lobatus,Cuckooshrikes,Cuckooshrike,Western Wattled ,,,,,
2630,1181,2338,avibase-D75CBDFB,0,Passeriformes,Campephagidae,Lobotos,oriolinus,Cuckooshrikes,Cuckooshrike,Eastern Wattled ,,,,,
436,1182,2340,avibase-95A02709,0,Passeriformes,Campephagidae,Campephaga,petiti,Cuckooshrikes,Cuckooshrike,Petit's,,,,,
437,1183,2342,avibase-439F76D1,0,Passeriformes,Campephagidae,Campephaga,phoenicea,Cuckooshrikes,Cuckooshrike,Red-shouldered,,,,,
438,1184,2344,avibase-37D0D696,0,Passeriformes,Campephagidae,Campephaga,quiscalina,Cuckooshrikes,Cuckooshrike,Purple-throated,,,,,
746,1185,2346,avibase-DCFBF7FD,0,Passeriformes,Coraciidae,Cyanograucalus,azureus,Cuckooshrikes,Cuckooshrike,Blue,,,,,
748,1187,2348,avibase-F7C76528,0,Passeriformes,Coraciidae,Coracina,cinerea,Cuckooshrikes,Cuckooshrike,Madagascan,,,,,
749,1188,2350,avibase-A6C2DC31,0,Passeriformes,Coraciidae,Coracina,graueri,Cuckooshrikes,Cuckooshrike,Grauer's,,,,,
750,1189,2352,avibase-8A9B1C25,0,Passeriformes,Coraciidae,Coracina,newtoni,Cuckooshrikes,Cuckooshrike,Reunion,,,,,
759,1195,2354,avibase-B9B272F4,0,Passeriformes,Corvidae,Corvus,corax,"Crows, Jays",Raven,Northern,,,,,
760,1196,2356,avibase-F13D8350,0,Passeriformes,Corvidae,Corvus,cornix,,Crow,Hooded,,,,,
761,1197,2358,avibase-26FB62DA,0,Passeriformes,Corvidae,Corvus,corone,"Crows, Jays",Crow,Carrion,,,,,
762,1198,2360,avibase-4C6B515D,0,Passeriformes,Corvidae,Corvus,crassirostris,"Crows, Jays",Raven,Thick-billed,,,,,
763,1199,2362,avibase-9DBAAB1D,0,Passeriformes,Corvidae,Corvus,edithae,"Crows, Jays",Crow,Somali,,,,,
764,1200,2364,avibase-1078FFEA,0,Passeriformes,Corvidae,Corvus,frugilegus,"Crows, Jays",,Rook,,,,,
721,1201,2366,avibase-D4C32F8E,0,Passeriformes,Corvidae,Coloeus,monedula,"Crows, Jays",Jackdaw,Western,,,,,
765,1202,2368,avibase-32C216E2,0,Passeriformes,Corvidae,Corvus,rhipidurus,"Crows, Jays",Raven,Fan-tailed,,,,,
766,1203,2370,avibase-F2024545,0,Passeriformes,Corvidae,Corvus,ruficollis,"Crows, Jays",Raven,Brown-necked,,,,,
871,1205,2372,avibase-FCBB03B8,0,Passeriformes,Vangidae,Cyanolanius,madagascarinus,Vangas,Vanga,Blue,,,,,
906,1208,2374,avibase-28AC53BE,0,Passeriformes,Dicruridae,Dicrurus,atripennis,Drongos,Drongo,Shining,,,,,
908,1209,2376,avibase-6B0FC56C,0,Passeriformes,Dicruridae,Dicrurus,forficatus,Drongos,Drongo,Crested,,,,,
909,1210,2378,avibase-07612BDC,0,Passeriformes,Dicruridae,Dicrurus,fuscipennis,Drongos,Drongo,Grand Comoro,,,,,
913,1213,2380,avibase-EBB4F02C,0,Passeriformes,Dicruridae,Dicrurus,waldenii,Drongos,Drongo,Mayotte,,,,,
2631,1214,2382,avibase-5DEB4565,0,Passeriformes,Dicruridae,Dicrurus,modestus,,Drongo,Principe,Lumped,"retire, lumped with #1093",,,
926,1215,2384,avibase-201E1243,0,Passeriformes,Malaconotidae,Dryoscopus,angolensis,Bushshrikes,Puffback,Pink-footed,,,,,
928,1217,2386,avibase-7DE7F0ED,0,Passeriformes,Malaconotidae,Dryoscopus,gambensis,Bushshrikes,Puffback,Northern,,,,,
929,1218,2388,avibase-706FEEB4,0,Passeriformes,Malaconotidae,Dryoscopus,pringlii,Bushshrikes,Puffback,Pringle's,,,,,
930,1219,2390,avibase-DEE6CC4D,0,Passeriformes,Malaconotidae,Dryoscopus,sabini,Bushshrikes,Puffback,Sabine's,,,,,
931,1220,2392,avibase-AFE5B0C4,0,Passeriformes,Malaconotidae,Dryoscopus,senegalensis,Bushshrikes,Puffback,Red-eyed,,,,,
1880,1221,2394,avibase-5369EE11,0,Passeriformes,Platysteiridae,Platysteira,blissetti,,Wattle-eye,Red-cheeked,,,,,
1879,1222,2396,avibase-E8A10389,0,Passeriformes,Malaconotidae,Platysteira,albifrons,"Wattle-eyes, Batises",Wattle-eye,White-fronted,,,,,
1881,1223,2398,avibase-8D562259,0,Passeriformes,Platysteiridae,Dyaphorophyia,castanea,,Wattle-eye,Chestnut,split,new genus Dyaphorophyia castanea and  #10993 hormophora,,,
1887,1225,2400,avibase-DA3F921A,0,Passeriformes,Platysteiridae,Dyaphorophyia,tonsa,,Wattle-eye,White-spotted,,new genus Dyaphorophyia,,,
1882,1226,2402,avibase-8091726A,0,Passeriformes,Platysteiridae,Platysteira,chalybea,,Wattle-eye,Black-necked,,,,,
940,1231,2406,avibase-DB5D1D17,0,Passeriformes,Sylviidae,Elminia,albicauda,Monarchs,Flycatcher,White-tailed Blue,,,,,
994,1233,2408,avibase-847AE7B8,0,Passeriformes,Sylviidae,Erythrocercus,holochlorus,Monarchs,Flycatcher,Little Yellow,,,,,
996,1235,2410,avibase-9EB7EBA9,0,Passeriformes,Sylviidae,Erythrocercus,mccallii,Monarchs,Flycatcher,Chestnut-capped,,,,,
1043,1236,2412,avibase-E5EC5D38,0,Passeriformes,Vangidae,Euryceros,prevostii,Vangas,Vanga,Helmet,,,,,
1075,1237,2414,avibase-3A343C0C,0,Passeriformes,Vangidae,Falculea,palliata,Vangas,Vanga,Sickle-billed,,,,,
1117,1238,2416,avibase-D8D10F2C,0,Passeriformes,Corvidae,Garrulus,glandarius,"Crows, Jays",Jay,Eurasian,,,,,
1233,1239,2418,avibase-667C4DAB,0,Passeriformes,Vangidae,Hypositta,corallirostris,Vangas,Vanga,Nuthatch,,,,,
1334,1240,2420,avibase-73E1A69A,0,Passeriformes,Malaconotidae,Laniarius,poensis,Bushshrikes,Sooty Boubou,Mountain,,,,,
1319,1242,2422,avibase-EB2CB5F5,0,Passeriformes,Malaconotidae,Laniarius,amboimensis,Bushshrikes,Bushshrike,Gabela,,,,,
1322,1245,2424,avibase-5B3BD7A0,0,Passeriformes,Malaconotidae,Laniarius,barbarus,Bushshrikes,Gonolek,Yellow-crowned,,,,,
1324,1247,2426,avibase-EDE3A983,0,Passeriformes,Malaconotidae,Laniarius,brauni,Bushshrikes,Bushshrike,Braun's,,,,,
1325,1248,2428,avibase-5E822C9C,0,Passeriformes,Malaconotidae,Laniarius,erythrogaster,Bushshrikes,Gonolek,Black-headed,,,,,
1328,1251,2430,avibase-0868B50D,0,Passeriformes,Malaconotidae,Laniarius,funebris,Bushshrikes,Boubou,Slate-colored,,,,,
1329,1252,2432,avibase-3402C9BB,0,Passeriformes,Malaconotidae,Laniarius,leucorhynchus,Bushshrikes,Sooty Boubou,Lowland,,,,,
2634,1253,2434,avibase-7B07383E,0,Passeriformes,Malaconotidae,Laniarius,liberatus,,Boubou,Bulo Burti,,,,,
1330,1254,2436,avibase-5AF20251,0,Passeriformes,Malaconotidae,Laniarius,luehderi,Bushshrikes,Bushshrike,Lühder's,,,,,
1332,1255,2438,avibase-1E5D636D,0,Passeriformes,Malaconotidae,Laniarius,mufumbiri,Bushshrikes,Gonolek,Papyrus,,,,,
1335,1256,2440,avibase-C59DFD44,0,Passeriformes,Malaconotidae,Laniarius,ruficeps,Bushshrikes,Bushshrike,Red-naped,,,,,
